node_1|node_1_type|node_2|node_2_type|edge|chunk_id
medications|service|treating adhd and preventing adverse outcomes|concept|are effective for|c1fada04452f4de99a5188fec80f4057
non-medication treatments|service|reducing inattention, hyperactivity, and impulsivity|concept|are less effective for|c1fada04452f4de99a5188fec80f4057
evidence|documents|adhd|condition|has taught us about the disorder and its various manifestations|c1fada04452f4de99a5188fec80f4057
culture|concept|adhd symptoms|condition|affects the expression of|93f2d16dafb54dcfbe16818dbba73cf5
cultural context|location|adhd symptoms|condition|generalizing our assertions to other groups|93f2d16dafb54dcfbe16818dbba73cf5
males|person|adhd research|service|far more research pertains to|93f2d16dafb54dcfbe16818dbba73cf5
females|person|adhd research|service|less research compared to males|93f2d16dafb54dcfbe16818dbba73cf5
older adults|date|adhd|condition|we also need to learn more about ADHD in|93f2d16dafb54dcfbe16818dbba73cf5
adhd|concept|genes and environment|object|combine to cause the disorder and affect the brain to produce symptoms and impairments|cd55aad633494df1b6416762b85a7016
adhd|concept|oxidative stress|condition|may be shared with ADHD's somatic comorbidities|cd55aad633494df1b6416762b85a7016
adhd|concept|inflammation|condition|may be shared with ADHD's somatic comorbidities|cd55aad633494df1b6416762b85a7016
adhd|concept|insulin resistance|condition|may be shared with ADHD's somatic comorbidities|cd55aad633494df1b6416762b85a7016
biological and psychological causal mechanisms|concept|points of intervention that will improve the effectiveness of medical and non-medical treatments and prevent onset of the disorder|object|find to improve the effectiveness of medical and non-medical treatments and, eventually, prevent onset of the disorder|cd55aad633494df1b6416762b85a7016
medications that treat adhd|concept|misuse and diversion of these medications|condition|need better methods to prevent the misuse and diversion of these medications, especially among adolescents and young adults|cd55aad633494df1b6416762b85a7016
method of diagnosing adhd|concept|predictor of treatment response|object|is highly valid as a predictor of treatment response, family history of ADHD, many clinical features, measures of brain structure and function, and adverse outcomes|cd55aad633494df1b6416762b85a7016
new directions for diagnosis|concept|better understand the nature and causes of emotional symptoms in adhd and whether these should be incorporated into diagnostic criteria|object|one is to better understand the nature and causes of emotional symptoms in ADHD and whether these should be incorporated into diagnostic criteria|cd55aad633494df1b6416762b85a7016
new directions for diagnosis|concept|determine if and how mild or sub-threshold cases of adhd should be diagnosed and treated|object|another is to determine if and how mild or sub-threshold cases of ADHD should be diagnosed and treated|cd55aad633494df1b6416762b85a7016
adhd|condition|diagnosis|concept|Researchers are trying to develop computerized or biological tests for diagnosis of ADHD.|3ae7ef58d8e14221967d8b5cba6099eb
adhd|condition|treatment|concept|Different trajectories of ADHD across the life-cycle need to be further investigated for treatment.|3ae7ef58d8e14221967d8b5cba6099eb
adhd|condition|researchers|person|Many researchers are trying to develop computerized or biological tests using information about the patient's behavior, brain and/or genetic makeup.|3ae7ef58d8e14221967d8b5cba6099eb
adhd|condition|clinicians|person|Others are working on methods that use the vast data available from medical records to assist clinicians.|3ae7ef58d8e14221967d8b5cba6099eb
diagnosis|concept|prediction|concept|The hope is that such tests will one day diagnose the disorder, predict a personalized approach to treatment.|3ae7ef58d8e14221967d8b5cba6099eb
treatment|concept|personalized approach|concept|The hope is that such tests will one day diagnose the disorder, predict a personalized approach to treatment.|3ae7ef58d8e14221967d8b5cba6099eb
adhd|condition|adverse outcomes later in life|outcome|patients with ADHD are at greatest risk for adverse outcomes later in life|2b566557fb1c43cf958de6c960d3c0c0
adhd|condition|healthcare systems|organization|such work may someday allow healthcare systems to allocate resources to the highest risk patients|2b566557fb1c43cf958de6c960d3c0c0
adhd treatments|service|new medications currently in development|concept|the future of treatment for ADHD will include new medications currently in development|2b566557fb1c43cf958de6c960d3c0c0
adhd symptoms or associated impairments|condition|trigeminal nerve stimulation|concept|such as trigeminal nerve stimulation (McGough et al., 2019) and game-based treatments|2b566557fb1c43cf958de6c960d3c0c0
adhd symptoms or associated impairments|condition|acupuncture, yoga, and ayurvedic therapies|concept|And more data are needed to improve existing non-medication treatments and to test the efficacy of traditional therapies such as acupuncture|2b566557fb1c43cf958de6c960d3c0c0
somatic disorders that co-occur with adhd|condition|treatments for adhd|service|how the somatic disorders that co-occur with ADHD interact with treatments for ADHD|2b566557fb1c43cf958de6c960d3c0c0
duration of treatment|concept|outcomes over longer periods of time|outcome|We need to learn more about how duration of treatment affects outcomes over longer periods of time|2b566557fb1c43cf958de6c960d3c0c0
stigma and adhd|condition|socially and clinically important outcomes|outcome|Stigmatizing attitudes toward ADHD are common and may play a role in socially and clinically important outcomes|2b566557fb1c43cf958de6c960d3c0c0
adhd|concept|patients|entity|affect at all stages of their life|79f821d46ab844439f71f049821a6b9e
individuals|person|at all ages|concept|have been documented|79f821d46ab844439f71f049821a6b9e
family|organization|peers|person|including family, peers, teachers, clinicians, and even individuals with ADHD themselves|79f821d46ab844439f71f049821a6b9e
adhd|concept|syndrome|concept|the first textbook description of an ADHD-like syndrome|79f821d46ab844439f71f049821a6b9e
statements|documents|adhd|concept|make us confident that the contemporary diagnosis of the disorder is a|79f821d46ab844439f71f049821a6b9e
category|concept|world|location|can be used around|059681324c86475ebbb754288a0851d7
people|entity|disorder|condition|suffer from|059681324c86475ebbb754288a0851d7
lives|concept|people|entity|improve the lives of|059681324c86475ebbb754288a0851d7
attention deficit hyperactivity disorder|condition|hyperactivity|behavioral symptom|is a symptom of|34dd81de776541e392a077f1c254d061
attention deficit hyperactivity disorder|condition|inattention|behavioral symptom|is a symptom of|34dd81de776541e392a077f1c254d061
attention deficit hyperactivity disorder|condition|impulsivity|behavioral symptom|is a symptom of|34dd81de776541e392a077f1c254d061
hyperactivity|behavioral symptom|cognitive functioning|functioning|affects|34dd81de776541e392a077f1c254d061
inattention|behavioral symptom|cognitive functioning|functioning|affects|34dd81de776541e392a077f1c254d061
impulsivity|behavioral symptom|behavioral functioning|functioning|affects|34dd81de776541e392a077f1c254d061
care coordination|service|chronic condition management|management|is similar to|34dd81de776541e392a077f1c254d061
care coordination|service|information provision|service|includes providing information|34dd81de776541e392a077f1c254d061
adhd|condition|patient|person|involves treatment|f331a580d0384b8d97eb9605248e6aba
adhd|condition|caregivers|organization|involves involvement|f331a580d0384b8d97eb9605248e6aba
patient|person|clinician|service|evaluates treatment options together|f331a580d0384b8d97eb9605248e6aba
caregivers|organization|child|entity|determines target outcomes in collaboration with|f331a580d0384b8d97eb9605248e6aba
adhd|condition|school|location|may involve school-based interventions|f331a580d0384b8d97eb9605248e6aba
adhd|condition|improved relationships with caregivers, teachers, siblings, or peers|concept|can be addressed as a target outcome|8a679e654f604db2a0676482b037f6c1
adhd|condition|improved academic performance|concept|can be addressed as a target outcome|8a679e654f604db2a0676482b037f6c1
adhd|condition|improved rule following|concept|can be addressed as a target outcome|8a679e654f604db2a0676482b037f6c1
adhd|condition|treatment of coexisting conditions|service|may influence the treatment for ADHD|8a679e654f604db2a0676482b037f6c1
coexisting condition|condition|adhd|condition|can coexist with ADHD|8a679e654f604db2a0676482b037f6c1
treatment of coexisting conditions|service|adhd treatment|service|may be necessary for managing the full spectrum of symptoms in children with ADHD and coexisting conditions|8a679e654f604db2a0676482b037f6c1
sleep problems|condition|adhd symptoms|concept|may improve ADHD symptoms|8a679e654f604db2a0676482b037f6c1
brief behavioral sleep intervention|service|improved sleep|concept|can be used to treat sleep problems in children with ADHD|8a679e654f604db2a0676482b037f6c1
adhd|condition|children|entity|Children with ADHD|dffe73a8c2cd4589ac4829690c68bdc8
sleep intervention|service|children|entity|Intervention provided to children|dffe73a8c2cd4589ac4829690c68bdc8
methylphenidate|documents|pharmacotherapy|service|Children receiving methylphenidate as part of pharmacotherapy|dffe73a8c2cd4589ac4829690c68bdc8
clinician|person|consultations|service|Trained clinician providing consultations to children|dffe73a8c2cd4589ac4829690c68bdc8
teacher-reported behavior|concept|children in intervention group|entity|Children in intervention group showed improvements in teacher-reported behavior|dffe73a8c2cd4589ac4829690c68bdc8
specialist|person|consultation|service|Specialists providing consultation to children with ADHD|dffe73a8c2cd4589ac4829690c68bdc8
child psychologist|person|consultation|service|Child psychologists providing consultation to children with ADHD|dffe73a8c2cd4589ac4829690c68bdc8
oppositional defiant disorder|condition|substance abuse|condition|Coexisting psychiatric conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
emotional problems|condition|oppositional defiant disorder|condition|Coexisting psychiatric conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
conduct disorder|condition|substance abuse|condition|Coexisting psychiatric conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
seizures|medical condition|autism spectrum disorder|neurodevelopmental condition|Coexisting neurodevelopmental, neurologic, or medical conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
tics|medical condition|autism spectrum disorder|neurodevelopmental condition|Coexisting neurodevelopmental, neurologic, or medical conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
learning disorders|medical condition|autism spectrum disorder|neurodevelopmental condition|Coexisting neurodevelopmental, neurologic, or medical conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
sleep disorder|medical condition|autism spectrum disorder|neurodevelopmental condition|Coexisting neurodevelopmental, neurologic, or medical conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
intellectual disabilities|medical condition|autism spectrum disorder|neurodevelopmental condition|Coexisting neurodevelopmental, neurologic, or medical conditions, both disorders are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
stimulant therapy|treatment|atomoxetine|treatment|Lack of response to a controlled trial of stimulant therapy or atomoxetine, both treatments are mentioned in the context of ADHD|251d7d231e2e4c0c936518a5d00582e3
trauma|psychosocial condition|complex psychosocial circumstances|psychosocial condition|Complex psychosocial circumstances, trauma is mentioned as an example of such conditions|251d7d231e2e4c0c936518a5d00582e3
adhd|condition|behavior management|service|For preschool children with ADHD, we recommend parent training in behavior management as the initial therapy.|abdea22740f94eb5a6254fcac695100e
adhd|condition|medication|service|The addition of medication to behavior therapy may be indicated if target behaviors do not improve with behavioral therapy alone and the child's function continues to be impaired.|abdea22740f94eb5a6254fcac695100e
behavior management|service|caregiver|person|Behavior therapy can be administered by the caregivers or teachers following consultation with a behavioral therapist.|abdea22740f94eb5a6254fcac695100e
adhd|condition|guidelines|documents|The recommendations included in this topic review are consistent with the recommendations of these groups.|abdea22740f94eb5a6254fcac695100e
adhd|condition|society for developmental and behavioral pediatrics|organization|The Society for Developmental and Behavioral Pediatrics have guidelines and processes of care algorithms for evaluation and management of children with complex ADHD.|abdea22740f94eb5a6254fcac695100e
adhd|condition|preschool or daycare|location|There is a significant risk of injury to self, other children, or caregivers in preschool or daycare when a child has ADHD.|80a85f62e5894cd58ea9ef8465aae84c
adhd|condition|central nervous system injury|condition|Suspected or established central nervous system injury can lead to ADHD symptoms.|80a85f62e5894cd58ea9ef8465aae84c
adhd|condition|medications|documents|Methylphenidate is a medication suggested for preschool children with ADHD.|80a85f62e5894cd58ea9ef8465aae84c
autism spectrum disorder|condition|adhd|condition|Children diagnosed with ADHD during the preschool or early school years may no longer meet criteria for ADHD after school entry, and may be diagnosed with autism spectrum disorder instead.|80a85f62e5894cd58ea9ef8465aae84c
learning disorders|condition|adhd|condition|Children diagnosed with ADHD during the preschool or early school years may no longer meet criteria for ADHD after school entry, and may be diagnosed with learning disorders instead.|80a85f62e5894cd58ea9ef8465aae84c
anxiety|condition|adhd|condition|Children diagnosed with ADHD during the preschool or early school years may no longer meet criteria for ADHD after school entry, and may be diagnosed with anxiety instead.|80a85f62e5894cd58ea9ef8465aae84c
ptbm (behavior therapy)|service|adhd symptoms|condition|PTBM is a treatment suggested to improve core ADHD symptoms and target specific criteria for medication.|80a85f62e5894cd58ea9ef8465aae84c
preschool children|population|adhd symptoms|condition|ADHD symptoms interfere with other needed therapies in preschool children.|80a85f62e5894cd58ea9ef8465aae84c
stimulant medication|medication|ptbm (behavior therapy)|therapy|combined to improve core symptoms|f754d2be25f54b729510953cb5d93488
stimulant medication|medication|core symptoms|condition|improve|f754d2be25f54b729510953cb5d93488
ptbm (behavior therapy)|therapy|target outcomes|condition|target|f754d2be25f54b729510953cb5d93488
nonstimulant medications|medication|certain children|entity|may be more appropriate for|f754d2be25f54b729510953cb5d93488
comorbid conditions|condition|specific treatment approach|service|must be considered in selecting a|f754d2be25f54b729510953cb5d93488
patient values and preferences|entity|medication initiation|service|critical factors in deciding whether to initiate|f754d2be25f54b729510953cb5d93488
caregiver decision|decision|medication initiation|service|must be respected|f754d2be25f54b729510953cb5d93488
children|entity|adhd criteria|concept|do not meet|610edbe98dc04bf3acb42261c53688dd
behavioral interventions|service|children with problematic behavior|entity|recommended for|610edbe98dc04bf3acb42261c53688dd
adhd treatment plan|concept|adherence to the treatment plan|condition|should be monitored regularly|610edbe98dc04bf3acb42261c53688dd
therapy (medications)|service|adverse effects of therapy|concept|monitored for|610edbe98dc04bf3acb42261c53688dd
target goals and core symptoms|concept|response to therapy|condition|achievement of|610edbe98dc04bf3acb42261c53688dd
selected management strategy|service|attainment of the target outcome|concept|should be reevaluated if not attained|610edbe98dc04bf3acb42261c53688dd
children|entity|medication|documents|should receive medication|50323a698c74475eafc71a553c452e8f
monitoring schedule|service|pharmacotherapy stage|concept|depends on the stage of pharmacotherapy|50323a698c74475eafc71a553c452e8f
titration stage|concept|weekly monitoring|service|requires weekly monitoring|50323a698c74475eafc71a553c452e8f
maintenance phase|concept|monthly/quarterly monitoring|service|requires monthly or quarterly monitoring|50323a698c74475eafc71a553c452e8f
response to treatment|condition|core symptoms reduction|concept|is demonstrated by a 40-50% reduction in core symptoms|50323a698c74475eafc71a553c452e8f
adhd rating scales|documents|core symptoms monitoring|service|can be used to monitor core symptoms|50323a698c74475eafc71a553c452e8f
daily report card|documents|target goals monitoring|service|can be used to monitor target goals|50323a698c74475eafc71a553c452e8f
national institute for children's health quality|organization|treatment|service|availability of treatment through|13bb43cf2274443c8c32780de92ecd7d
inadequate response to treatment|condition|treatment|service|ineffectiveness or lack of response due to|13bb43cf2274443c8c32780de92ecd7d
coexisting conditions|condition|attention deficit hyperactivity disorder in children and adolescents: clinical features and diagnosis|document|related to|71e828b104844058a0aa2670bd02e053
nonadherence to the treatment plan|condition|treatment plan|service|caused by|71e828b104844058a0aa2670bd02e053
incorrect or incomplete diagnosis|condition|attention deficit hyperactivity disorder in children and adolescents: clinical features and diagnosis|document|caused by|71e828b104844058a0aa2670bd02e053
repetition of the diagnostic evaluation|service|coexisting conditions that are associated with adhd or mimic its symptoms|condition|for|71e828b104844058a0aa2670bd02e053
stimulant medication|service|depression|condition|used to treat|71e828b104844058a0aa2670bd02e053
psychosocial interventions|service|behavioral management techniques that are used for children with adhd|service|include|71e828b104844058a0aa2670bd02e053
adhd|condition|positive reinforcement|service|used for children with ADHD|4c88f36561834df495750feef4036537
adhd|condition|time-out|service|used for children with ADHD|4c88f36561834df495750feef4036537
adhd|condition|response cost|service|used for children with ADHD|4c88f36561834df495750feef4036537
adhd|condition|token economy|service|used for children with ADHD|4c88f36561834df495750feef4036537
medication|documents|behavioral intervention|service|preferred to medication as the initial intervention for preschool children with ADHD|4c88f36561834df495750feef4036537
behavioral intervention|service|adhd|condition|also can be used for children who have problems with inattention, hyperactivity, or impulsivity|4c88f36561834df495750feef4036537
parent training in behavior management (ptbm)|service|behavioral intervention|service|aimed at improving parent-child relationships through enhanced parenting techniques|4c88f36561834df495750feef4036537
caregivers|person|behavior therapy principles|concept|understand the principles of behavior therapy and consistently implement the techniques|4c88f36561834df495750feef4036537
behavioral therapist|person|association for behavior and cognitive therapies|organization|Can be requested from|7e577417797443098ea1a2f0a9212ede
behavioral therapist|person|children and adults with attention deficit hyperactivity disorder|organization|Can be requested from|7e577417797443098ea1a2f0a9212ede
parents|person|centers for disease control and prevention (cdc)|organization|Provides additional resources|7e577417797443098ea1a2f0a9212ede
caregivers|person|maintaining a daily schedule|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|keeping environmental distractions to a minimum|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|providing specific and logical places for the child to keep their schoolwork, toys, and clothes|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|setting small, reachable goals|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|rewarding positive behavior (eg, with a 'token economy')|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|identifying unintentional reinforcement of negative behaviors|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|using charts and checklists to help the child stay 'on task'|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|limiting choices|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|finding activities in which the child can be successful (eg, hobbies, sports)|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
caregivers|person|using calm discipline (eg, time out, distraction, removing the child from the situation)|concept|Can use to shape behavior|7e577417797443098ea1a2f0a9212ede
national institute for children's health quality toolkit|documents|caregivers of children age 6 to 12 years|person|Provides additional tips|7e577417797443098ea1a2f0a9212ede
centers for disease control and prevention (cdc)|organization|caregivers of children age 6 to 12 years|person|Provides additional tips|7e577417797443098ea1a2f0a9212ede
preschool children|entity|disruptive behavior disorders|condition|affected by|1e16b209b8a9496cadac359a57b2d5f7
incredible years parenting program|concept|disruptive behavior disorders|condition|intended to address|1e16b209b8a9496cadac359a57b2d5f7
new forest parenting program|concept|adhd symptoms|condition|specifically designed to address|1e16b209b8a9496cadac359a57b2d5f7
positive parenting program (triple p)|concept|preschool children|entity|intended for|1e16b209b8a9496cadac359a57b2d5f7
parent-child interaction therapy|concept|preschool children|entity|intended for|1e16b209b8a9496cadac359a57b2d5f7
helping the noncompliant child|concept|adolescents|entity|intended for|1e16b209b8a9496cadac359a57b2d5f7
direct skills training|concept|adolescents|entity|intended to build skills in|1e16b209b8a9496cadac359a57b2d5f7
homework organization|concept|direct skills training|concept|part of|1e16b209b8a9496cadac359a57b2d5f7
time management|concept|direct skills training|concept|part of|1e16b209b8a9496cadac359a57b2d5f7
study skills|concept|direct skills training|concept|part of|1e16b209b8a9496cadac359a57b2d5f7
self-monitoring skills|concept|direct skills training|concept|part of|1e16b209b8a9496cadac359a57b2d5f7
adhd|condition|symptoms|object|are associated with|fc9cc88c8ca540d292d8aa0148941cf7
ptbm|service|parental outcomes|concept|have small to moderate effects on|fc9cc88c8ca540d292d8aa0148941cf7
techniques|object|changing antecedent behavior and reinforcement|concept|appear to be most effective|fc9cc88c8ca540d292d8aa0148941cf7
behavior therapy|service|improved parent-reported child behavior|concept|is associated with|fc9cc88c8ca540d292d8aa0148941cf7
adhd|condition|ptbm|service|provide indirect evidence of benefit|fc9cc88c8ca540d292d8aa0148941cf7
adhd|condition|behavioral interventions|service|Behavioral interventions are effective for ADHD in preschool children|10d3e7c1888040f5b86e0aff826b8574
adhd|condition|pharmacotherapy|service|Pharmacotherapy is suggested for most school-aged children and adolescents with ADHD|10d3e7c1888040f5b86e0aff826b8574
adhd|condition|parent-child behavior therapy|service|Parent-child behavior therapy has some benefit for children from lower socioeconomic status|10d3e7c1888040f5b86e0aff826b8574
behavioral interventions|service|core symptoms of adhd|condition|Behavioral interventions alone do not reduce core symptoms of ADHD in school-aged children|10d3e7c1888040f5b86e0aff826b8574
behavioral interventions|service|problem behaviors (e.g., aggression, caregiver-child relations)|condition|Behavioral interventions may improve problem behaviors in school-aged children with ADHD|10d3e7c1888040f5b86e0aff826b8574
pharmacotherapy|service|adhd symptoms (e.g., aggression, hyperactivity)|condition|Pharmacotherapy is effective for ADHD symptoms in school-aged children and adolescents|10d3e7c1888040f5b86e0aff826b8574
parent-child behavior therapy|service|school interventions|location|Adding parent-child behavior therapy to school interventions has some benefit for children from lower socioeconomic status|10d3e7c1888040f5b86e0aff826b8574
pharmacotherapy|service|behavioral interventions|service|Pharmacotherapy is suggested as an adjunct to behavioral interventions for preschool children|10d3e7c1888040f5b86e0aff826b8574
adhd|condition|medications|documents|associated with|2b71573cb88a4355a2c621bbda9a38d5
adhd|condition|behavioral interventions|service|fail to respond adequately to alone|2b71573cb88a4355a2c621bbda9a38d5
patient|person|caregivers|organization|critical factors in deciding whether to initiate medication|2b71573cb88a4355a2c621bbda9a38d5
medications|documents|adhd symptoms|condition|associated with reduced risk of mortality, particularly from unnatural causes|2b71573cb88a4355a2c621bbda9a38d5
treatment approach|concept|comorbid conditions|condition|must be taken into account when selecting and evaluating its effectiveness|2b71573cb88a4355a2c621bbda9a38d5
school-aged children|entity|suboptimal response to pharmacotherapy|condition|have a suboptimal response|9208266303ff450bb5e4a37f564b4355
coexisting condition|condition|stressors in family life|condition|coexist and experience stressors|9208266303ff450bb5e4a37f564b4355
combined medication and behavior treatment|concept|medication treatment alone|concept|no more effective than in improving core symptoms of ADHD|9208266303ff450bb5e4a37f564b4355
combined treatment|concept|lower doses of medication|documents|may require lower doses and achieve greater improvement in non-ADHD symptoms|9208266303ff450bb5e4a37f564b4355
medication alone|concept|non-adhd symptoms|condition|did not improve|9208266303ff450bb5e4a37f564b4355
school-based interventions|service|provision of tutoring or resource room support|documents|may include the provision of|9208266303ff450bb5e4a37f564b4355
classroom modifications and accommodations|documents|having assignments written on the board|concept|include having assignments written on the board|9208266303ff450bb5e4a37f564b4355
classroom modifications and accommodations|documents|sitting near the teacher|concept|include sitting near the teacher|9208266303ff450bb5e4a37f564b4355
classroom modifications and accommodations|documents|having extended time to complete tasks|concept|include having extended time to complete tasks|9208266303ff450bb5e4a37f564b4355
adhd|condition|school-based interventions|service|The effectiveness of school-based interventions for ADHD is limited.|7d721f7a0a114cd28b8751e423bd22aa
daily report card|documents|symptoms|condition|The completion of a daily report card facilitates the monitoring of symptoms and the need for changes in the treatment plan.|7d721f7a0a114cd28b8751e423bd22aa
treatment plan|concept|symptoms|condition|The teacher's completion of a daily report card facilitates the monitoring of symptoms and the need for changes in the treatment plan.|7d721f7a0a114cd28b8751e423bd22aa
classroom-based programs|service|academic skills|concept|Classroom-based programs to enhance academic skills were effective in improving achievement scores in multiple domains.|7d721f7a0a114cd28b8751e423bd22aa
idea (pl-101-476)|documents|disability|condition|ADHD is considered to be a disability under the Individuals with Disabilities Education Act.|7d721f7a0a114cd28b8751e423bd22aa
section 504 of the rehabilitation act of 1973|documents|accommodations|concept|Children with ADHD may qualify for appropriate accommodations within the regular classroom setting under Section 504.|7d721f7a0a114cd28b8751e423bd22aa
americans with disabilities act|documents|accommodations|concept|The Americans with Disabilities Act may provide individuals with ADHD reasonable accommodations.|7d721f7a0a114cd28b8751e423bd22aa
americans with disabilities act|concept|reasonable accommodations|concept|provides individuals with ADHD|e20806a0484448eab21b36da9c7b3c49
secular private schools|object|post-secondary education|object|may provide accommodations under the Americans with Disabilities Act|e20806a0484448eab21b36da9c7b3c49
daily report card|documents|communication between caregivers and teachers|concept|facilitates communication|e20806a0484448eab21b36da9c7b3c49
504 plan|service|daily report card|documents|may be suggested as an accommodation|e20806a0484448eab21b36da9c7b3c49
students with disabilities|entity|children and youth with special health care needs|entity|are related concepts in the context of healthcare|6f4443a1740a4dcabd8e316c50667209
social skills training|service|problems with peers|condition|is a solution to address problems with peers|6f4443a1740a4dcabd8e316c50667209
psychotherapy interventions|service|adhd|condition|are not proven beneficial for the core symptoms of ADHD in children|6f4443a1740a4dcabd8e316c50667209
play therapy|concept|cognitive-behavior therapy|concept|are types of psychotherapy interventions|6f4443a1740a4dcabd8e316c50667209
cognitive-behavior therapy|concept|social deficits|condition|may be helpful in addressing coexisting conditions or skill deficits|6f4443a1740a4dcabd8e316c50667209
play-based interventions|service|children with adhd|entity|may improve social skills in children with ADHD|6f4443a1740a4dcabd8e316c50667209
deficits|condition|play-based interventions|service|may improve social skills in children with ADHD|16f2f9c29844451aa0fb64c0f26a86f9
cognitive-behavioral therapy (cbt)|concept|organizational/planning skills|concept|may improve in adolescents with ADHD|16f2f9c29844451aa0fb64c0f26a86f9
cognitive-behavioral therapy (cbt)|concept|cognitive function|concept|may improve in adolescents with ADHD|16f2f9c29844451aa0fb64c0f26a86f9
cognitive-behavioral therapy (cbt)|concept|coexisting psychiatric problems|condition|may improve in adolescents with ADHD|16f2f9c29844451aa0fb64c0f26a86f9
physical activity|service|cardiovascular health|concept|has been associated with improved|16f2f9c29844451aa0fb64c0f26a86f9
physical activity|service|psychosocial well-being|concept|and cognitive performance|16f2f9c29844451aa0fb64c0f26a86f9
yoga|service|improvement in the core symptoms of adhd|condition|have been associated with little risk of harm|16f2f9c29844451aa0fb64c0f26a86f9
aerobic activity|service|improvement in the core symptoms of adhd|condition|have been associated with little risk of harm|16f2f9c29844451aa0fb64c0f26a86f9
guided walks|service|improvement in the core symptoms of adhd|condition|have been associated with little risk of harm|16f2f9c29844451aa0fb64c0f26a86f9
aerobic exercise|service|neurocognitive function|concept|improves|16f2f9c29844451aa0fb64c0f26a86f9
stimulant medications|service|increases the effectiveness of|edge|the effectiveness of|16f2f9c29844451aa0fb64c0f26a86f9
exercise|concept|effectiveness|condition|exercises are most effective to determine|ddc648596750480b9812b9088e5eeb49
dietary interventions|service|adhd|condition|used to treat ADHD|ddc648596750480b9812b9088e5eeb49
elimination diets|concept|children with adhd|person|recommended for children with ADHD on a case-by-case basis|ddc648596750480b9812b9088e5eeb49
health care provider|organization|dietician|person|should supervise the diet to ensure adequate nutritional intake|ddc648596750480b9812b9088e5eeb49
restricted foods|documents|problematic foods|documents|can be added back weekly, one component at a time to identify problematic foods|ddc648596750480b9812b9088e5eeb49
clinical guidelines|concept|american academy of pediatrics|organization|do not routinely recommend elimination diets for the treatment of ADHD|ddc648596750480b9812b9088e5eeb49
adhd|condition|nice guidelines|documents|According to the NICE guidelines, referral to a dietician may be warranted if perceived links between specific foods or beverages and behavior are corroborated with a food diary.|e8048b1e9fc847b5ab252c20d3a02a85
adhd|condition|essential fatty acid supplementation|service|Some studies have noted decreased fatty acid concentrations in the serum of children with ADHD.|e8048b1e9fc847b5ab252c20d3a02a85
adhd|condition|trigeminal nerve stimulation|service|We do not suggest trigeminal nerve stimulation (TNS) for the treatment of ADHD in children.|e8048b1e9fc847b5ab252c20d3a02a85
nice guidelines|documents|referral to a dietician|service|According to the NICE guidelines, referral to a dietician may be warranted if perceived links between specific foods or beverages and behavior are corroborated with a food diary.|e8048b1e9fc847b5ab252c20d3a02a85
essential fatty acid supplementation|service|fatty acid concentrations|concept|Some studies have noted decreased fatty acid concentrations in the serum of children with ADHD.|e8048b1e9fc847b5ab252c20d3a02a85
trigeminal nerve stimulation|service|clinical experience|concept|We do not suggest trigeminal nerve stimulation (TNS) for the treatment of ADHD in children. Clinical experience is limited.|e8048b1e9fc847b5ab252c20d3a02a85
trigeminal nerve stimulation|service|electrical stimulation|concept|TNS is a noninvasive neuromodulation technique based on the hypothesis that electrical stimulation of the trigeminal nerve (supraorbital branch) affects the areas of the brain thought to be involved in ADHD.|e8048b1e9fc847b5ab252c20d3a02a85
adhd -iv rating scales|documents|trigeminal nerve stimulation|service|A randomized trial found that TNS improved scores on ADHD-IV Rating Scales and Clinical Global Impression scales over four weeks.|e8048b1e9fc847b5ab252c20d3a02a85
children with adhd|entity|cam therapies|concept|may be considered or employed|9ddeced2cd214d98b40e6512eb14e81c
primary care provider|person|patients with adhd|entity|should ask whether they have tried any CAM therapies|9ddeced2cd214d98b40e6512eb14e81c
risks and benefits|concept|cam therapies|concept|can be discussed|9ddeced2cd214d98b40e6512eb14e81c
megavitamins|documents|serious adverse effects|condition|may have|9ddeced2cd214d98b40e6512eb14e81c
chelation|concept|serious adverse effects|condition|may have|9ddeced2cd214d98b40e6512eb14e81c
