source,target,edge,edge_type,value,color
diagnostic delays,adhd,exists is same context,contextual proximity,2,#808080
diagnostic delays,age at diagnosis,"peak age at diagnosis is 9.5 years, with a median of 12 years",relation,4,#22dd22
diagnostic delays,adolescence,exists is same context,contextual proximity,2,#808080
diagnostic guidelines,emotion regulation,exists is same context,contextual proximity,2,#808080
diagnostic guidelines,emotional symptoms,exists is same context,contextual proximity,2,#808080
diagnostic nomenclature,adhd and emotional dysregulation,debate about the nature of emotional symptoms in ADHD,relation,4,#22dd22
diagnostic utility for adhd,emotional symptoms,exists is same context,contextual proximity,2,#808080
diagnostic utility for adhd,symptoms commonly occurring in other disorders,"If a symptom commonly occurs in other disorders, its diagnostic utility for ADHD may be limited",relation,4,#22dd22
dietary approach to stop hypertension,adhd symptoms,exists is same context,contextual proximity,3,#808080
dietary approach to stop hypertension,healthy diets,exists is same context,contextual proximity,2,#808080
dietary approach to stop hypertension,stimulant-refractory adhd,exists is same context,contextual proximity,2,#808080
dietary approach to stop hypertension,omega-3 fatty acid supplementation,exists is same context,contextual proximity,2,#808080
dietary interventions,adhd,used to treat ADHD,relation,4,#22dd22
dietary interventions,adhd symptoms,exists is same context,contextual proximity,2,#808080
dietary interventions,adhd children,exists is same context,contextual proximity,5,#808080
dietary interventions,classroom modifications,exists is same context,contextual proximity,2,#808080
dietary interventions,essential fatty acid supplementation,"We suggest not using essential fatty acid supplementation for children with ADHD.,exists is same context",relation,6,#22dd22
dietary interventions,intentional and unintentional injury,exists is same context,contextual proximity,2,#808080
dietary interventions,prognosis,exists is same context,contextual proximity,4,#808080
dietary interventions,school-based interventions,exists is same context,contextual proximity,4,#808080
dietary interventions for adhd,adhd symptoms,"have been studied, with significant reductions in ADHD symptoms reported,exists is same context",relation,7,#22dd22
dietary interventions for adhd,interventions,exists is same context,contextual proximity,2,#808080
dietary restrictions,maois,"require dietary and other restrictions,exists is same context",relation,7,#22dd22
dietary restrictions,solriamfetol,exists is same context,contextual proximity,2,#808080
dietary restrictions,tdcs,exists is same context,contextual proximity,2,#808080
diets,adhd,exists is same context,contextual proximity,9,#808080
diets,drug treatment,exists is same context,contextual proximity,4,#808080
diets,non-responders,exists is same context,contextual proximity,2,#808080
diets,non-stimulants,exists is same context,contextual proximity,3,#808080
diets,responders,exists is same context,contextual proximity,2,#808080
diets,stimulants,exists is same context,contextual proximity,3,#808080
differ between children and adults,adhd,exists is same context,contextual proximity,8,#808080
differ between children and adults,adhd impairments,exists is same context,contextual proximity,3,#808080
differ between children and adults,long acting,exists is same context,contextual proximity,2,#808080
differ between children and adults,short acting,exists is same context,contextual proximity,2,#808080
differences between groups of people who are and are not diagnosed with adhd,adhd,"They are, therefore, not useful for diagnosing the disorder.,exists is same context",relation,8,#22dd22
differences between groups of people who are and are not diagnosed with adhd,adhd research,exists is same context,contextual proximity,4,#808080
differences between groups of people who are and are not diagnosed with adhd,adhd-associated iq deficits,exists is same context,contextual proximity,2,#808080
differences between groups of people who are and are not diagnosed with adhd,brains of people with adhd,exists is same context,contextual proximity,4,#808080
differences between groups of people who are and are not diagnosed with adhd,iq,exists is same context,contextual proximity,2,#808080
differences between groups of people who are and are not diagnosed with adhd,neuroimaging scans,exists is same context,contextual proximity,2,#808080
differences between groups of people who are and are not diagnosed with adhd,adhd individuals,exists is same context,contextual proximity,2,#808080
differences between groups of people who are and are not diagnosed with adhd,performance deficits in psychological processes,exists is same context,contextual proximity,2,#808080
differences between groups of people who are and are not diagnosed with adhd,small to moderate difficulties,exists is same context,contextual proximity,2,#808080
different terms used to describe them,emotional symptoms,exists is same context,contextual proximity,2,#808080
difficult life circumstances,adhd,"can increase the risk of developing,exists is same context",relation,17,#22dd22
difficult life circumstances,adhd individuals,exists is same context,contextual proximity,8,#808080
difficulty breathing,adhd,exists is same context,contextual proximity,2,#808080
difficulty breathing,allergic reactions,exists is same context,contextual proximity,2,#808080
difficulty breathing,guanfacine,exists is same context,contextual proximity,4,#808080
difficulty breathing,stimulant medication,exists is same context,contextual proximity,2,#808080
difficulty handling tasks,adhd,exists is same context,contextual proximity,8,#808080
difficulty in falling asleep,adhd,exists is same context,contextual proximity,4,#808080
difficulty sustaining attention,adhd,exists is same context,contextual proximity,2,#808080
difficulty sustaining attention,does not seem to listen,Having difficulty sustaining attention can make someone appear as if they do not listen,relation,4,#22dd22
difficulty sustaining attention,adhd,exists is same context,contextual proximity,2,#808080
difficulty sustaining attention,high inattentive factor,exists is same context,contextual proximity,2,#808080
difﬁculties in emotion regulation scale (ders),adult,exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),affective lability scale –short form (als-18) ,exists is same context,contextual proximity,2,#808080
difﬁculties in emotion regulation scale (ders),affective reactivity index (ari),exists is same context,contextual proximity,2,#808080
difﬁculties in emotion regulation scale (ders),barkley deﬁcits in executive functioning scale — children and adolescents (bdefs-ca),exists is same context,contextual proximity,2,#808080
difﬁculties in emotion regulation scale (ders),behavior rating inventory of executive function (brief or emotion control subscale),exists is same context,contextual proximity,2,#808080
difﬁculties in emotion regulation scale (ders),"brown add rating scales for children, adolescents and adults (badds)",exists is same context,contextual proximity,2,#808080
difﬁculties in emotion regulation scale (ders),child behavior checklist –dysregulation proﬁle (cbcl-dp),exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),adolescence,exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),conners global index (cgi) emotional lability scale,exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),"emotion dysregulation scale, short version (eds-short)",exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),emotion regulation checklist (erc),exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),emotion regulation index for adults and children (erica),exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),emotion regulation questionnaire (erq),exists is same context,contextual proximity,4,#808080
difﬁculties in emotion regulation scale (ders),trials norms availability,exists is same context,contextual proximity,38,#808080
digital health interventions (dhis),adhd,"leveraged to transform clinical care for ADHD,exists is same context",relation,16,#22dd22
digital health interventions (dhis),assessment and treatment response,"can be used to collect important information to augment assessment and treatment response,exists is same context",relation,8,#22dd22
digital health interventions (dhis),attention,exists is same context,contextual proximity,4,#808080
digital health interventions (dhis),adhd children,exists is same context,contextual proximity,4,#808080
digital health interventions (dhis),fda-approved treatment for adhd,exists is same context,contextual proximity,4,#808080
digital health interventions (dhis),therapy,"offer important opportunities to transform clinical care by providing therapy,exists is same context",relation,8,#22dd22
digital health interventions (dhis),tns,exists is same context,contextual proximity,8,#808080
digital health interventions (dhis),tracking and remote measurement technologies,"providing therapeutic game-based products that deliver neurocognitive and behavioural interventions along with tracking and remote measurement technologies,exists is same context",relation,8,#22dd22
digital health interventions (dhis),trigeminal nerve stimulation (tns),exists is same context,contextual proximity,4,#808080
digital interventions,adhd outcomes,may have inconsistent benefits on,relation,4,#22dd22
digital interventions,adhd symptoms,exists is same context,contextual proximity,7,#808080
digital therapies,adhd symptoms,exists is same context,contextual proximity,7,#808080
digital therapies,cognitive function,targeting broader may have greater effects,relation,4,#22dd22
decreased appetite,misuse,exists is same context,contextual proximity,3,#808080
decreased appetite,mortality,exists is same context,contextual proximity,3,#808080
decreased appetite,adverse effects,exists is same context,contextual proximity,7,#808080
decreased appetite,motor tics,exists is same context,contextual proximity,2,#808080
direct skills training,adhd symptoms,exists is same context,contextual proximity,5,#808080
direct skills training,adolescence,"intended to build skills in,exists is same context",relation,14,#22dd22
direct skills training,disruptive behavior disorders,exists is same context,contextual proximity,10,#808080
direct skills training,helping the noncompliant child,exists is same context,contextual proximity,5,#808080
direct skills training,homework organization,exists is same context,contextual proximity,5,#808080
direct skills training,incredible years parenting program,exists is same context,contextual proximity,5,#808080
direct skills training,new forest parenting program,exists is same context,contextual proximity,5,#808080
direct skills training,parent-child interaction therapy,exists is same context,contextual proximity,5,#808080
direct skills training,positive parenting program (triple p),exists is same context,contextual proximity,5,#808080
direct skills training,adolescence,exists is same context,contextual proximity,15,#808080
direct skills training,self-monitoring skills,exists is same context,contextual proximity,5,#808080
direct skills training,study skills,exists is same context,contextual proximity,5,#808080
direct skills training,time management,exists is same context,contextual proximity,5,#808080
disability,accommodations,exists is same context,contextual proximity,2,#808080
disability,symptoms,exists is same context,contextual proximity,2,#808080
disability service options,adhd,exists is same context,contextual proximity,3,#808080
disability service options,adhd medication,exists is same context,contextual proximity,3,#808080
disability service options,adhd patients,exists is same context,contextual proximity,6,#808080
disability service options,symptom change,exists is same context,contextual proximity,2,#808080
disability services,adhd patients,exists is same context,contextual proximity,3,#808080
discontinuation,misuse,exists is same context,contextual proximity,3,#808080
discontinuation,mortality,exists is same context,contextual proximity,3,#808080
discontinuation,adverse effects,exists is same context,contextual proximity,7,#808080
discontinuation,motor tics,exists is same context,contextual proximity,2,#808080
discontinuation due to adverse event,anorexia,exists is same context,contextual proximity,18,#808080
discontinuation due to adverse event,atomoxetine,exists is same context,contextual proximity,9,#808080
discontinuation due to adverse event,amphetamine,exists is same context,contextual proximity,9,#808080
discontinuation due to adverse event,guanfacine,exists is same context,contextual proximity,3,#808080
discontinuation due to adverse event,high blood pressure,exists is same context,contextual proximity,6,#808080
discontinuation due to adverse event,insomnia,exists is same context,contextual proximity,12,#808080
discontinuation due to adverse event,lisdexamphetamine,exists is same context,contextual proximity,15,#808080
discontinuation due to adverse event,dexmethylphenidate,exists is same context,contextual proximity,12,#808080
discontinuation due to adverse event,modafinil,exists is same context,contextual proximity,12,#808080
discontinuation due to adverse event,worse anorexia,exists is same context,contextual proximity,15,#808080
discontinuing medication,attempted suicide,exists is same context,contextual proximity,2,#808080
discuss with the healthcare provider about adjusting or switching medications if tics become problematic,adolescence,exists is same context,contextual proximity,6,#808080
discuss with the healthcare provider about adjusting or switching medications if tics become problematic,stimulants,exists is same context,contextual proximity,3,#808080
discussions,adhd patients,exists is same context,contextual proximity,2,#808080
discussions of transfer of care with new clinician made,patients medicated for adhd,exists is same context,contextual proximity,2,#808080
discussions of transfer of care with new clinician made,adhd patients,exists is same context,contextual proximity,6,#808080
disinhibited emotionally expressive behavior,adhd,exists is same context,contextual proximity,2,#808080
disinhibited emotionally expressive behavior,emotional intensity (ei),exists is same context,contextual proximity,3,#808080
disorder,adhd,exists is same context,contextual proximity,10,#808080
disorder,people,exists is same context,contextual proximity,2,#808080
disorder,symptoms,exists is same context,contextual proximity,3,#808080
disorders,adhd,exists is same context,contextual proximity,5,#808080
disorders,biological pathways,exists is same context,contextual proximity,2,#808080
disorders,environmental risks,exists is same context,contextual proximity,2,#808080
disorders,genetic risk,exists is same context,contextual proximity,2,#808080
disorders,mental conditions,should be excluded to diagnose ADHD,relation,4,#22dd22
disorders,neurodevelopment,exists is same context,contextual proximity,2,#808080
disorders,onset,"lead to disorder onset,exists is same context",relation,6,#22dd22
disorders,pathophysiology,"share a pathophysiology in the biological pathways,exists is same context",relation,6,#22dd22
disorders,symptoms,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,adhd symptoms,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,adolescence,exists is same context,contextual proximity,4,#808080
disruptive behavior disorders,direct skills training,exists is same context,contextual proximity,10,#808080
disruptive behavior disorders,helping the noncompliant child,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,homework organization,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,incredible years parenting program,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,new forest parenting program,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,parent-child interaction therapy,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,positive parenting program (triple p),exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,adolescence,exists is same context,contextual proximity,6,#808080
disruptive behavior disorders,self-monitoring skills,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,study skills,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,time management,exists is same context,contextual proximity,2,#808080
disruptive behavior disorders,emotion dysregulation,exists is same context,contextual proximity,3,#808080
disruptive behavior disorders,dexmethylphenidate,exists is same context,contextual proximity,4,#808080
disruptive behaviours,behavior therapy,"reducing disruptive behaviours and improving impairments,exists is same context",relation,6,#22dd22
disruptive mood dysregulation disorder,adhd,exists is same context,contextual proximity,2,#808080
disruptive mood dysregulation disorder,irritability,exists is same context,contextual proximity,3,#808080
disruptive mood dysregulation disorder,mood disorder,is a type of mood disorder,relation,4,#22dd22
disruptive mood dysregulation disorder,adhd,"Differ in their episodic rages and persistent irritability,exists is same context",relation,13,#22dd22
disruptive mood dysregulation disorder,dysregulation,exists is same context,contextual proximity,3,#808080
disruptive mood dysregulation disorder,euthymic baseline,exists is same context,contextual proximity,3,#808080
disruptive mood dysregulation disorder,provocation,"Outbursts are out of proportion to the situation,exists is same context",relation,7,#22dd22
disruptive mood dysregulation disorder,temper outbursts,"Requires four mood criteria,exists is same context",relation,7,#22dd22
disruptive mood dysregulation disorder,emotion dysregulation,"Emotional dysregulation is a characteristic of Disruptive mood regulation disorder,exists is same context",relation,8,#22dd22
disruptive mood dysregulation disorder,impulsive aggression,exists is same context,contextual proximity,3,#808080
distinguished profe ssor,state university o f new york,exists is same context,contextual proximity,2,#808080
distress,adhd,exists is same context,contextual proximity,4,#808080
distress,adhd patients,exists is same context,contextual proximity,2,#808080
distress,youth with adhd,exists is same context,contextual proximity,2,#808080
distress tolerance,adhd,exists is same context,contextual proximity,2,#808080
distress tolerance,certain events,exists is same context,contextual proximity,2,#808080
distress tolerance,cognitive flexibility,exists is same context,contextual proximity,2,#808080
distress tolerance,emotion dysregulation,exists is same context,contextual proximity,8,#808080
distress tolerance,emotion regulation,"tempers EI to avoid excessive emotion generation,exists is same context",relation,10,#22dd22
distress tolerance,emotional upsets,exists is same context,contextual proximity,2,#808080
distress tolerance,motivation,exists is same context,contextual proximity,2,#808080
distress tolerance,re-evaluate goals and behavior,exists is same context,contextual proximity,2,#808080
distress tolerance,reward system,"process regulated by,exists is same context",relation,6,#22dd22
distress tolerance,self-regulatory skills,exists is same context,contextual proximity,2,#808080
distress tolerance,social payoff,exists is same context,contextual proximity,2,#808080
"distress tolerance (simons & gaher, 2005) scale",emotion dysregulation,"focus on the related construct of distress tolerance,exists is same context",relation,12,#22dd22
distress tolerance scale,adult,"used with adults as the target population,exists is same context",relation,10,#22dd22
distress tolerance scale,adolescence,exists is same context,contextual proximity,6,#808080
distress tolerance scale,emotion regulation questionnaire (erq),exists is same context,contextual proximity,9,#808080
distress tolerance scale,emotional lability t-scores on conners rating scales –revised (crs-r),exists is same context,contextual proximity,3,#808080
distress tolerance scale,expression and emotion scale for children (eesc),exists is same context,contextual proximity,3,#808080
distress tolerance scale,frustration discomfort scale,exists is same context,contextual proximity,3,#808080
distress tolerance scale,difﬁculties in emotion regulation scale (ders),exists is same context,contextual proximity,3,#808080
distress tolerance scale,strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),exists is same context,contextual proximity,6,#808080
distress tolerance scale,wender-reimherr adult attention deficit disorder scale,exists is same context,contextual proximity,6,#808080
diurnal variation in symptoms,follow-up visit,exists is same context,contextual proximity,4,#808080
diurnal variation in symptoms,medication response,exists is same context,contextual proximity,2,#808080
diurnal variation in symptoms,stimulants,exists is same context,contextual proximity,2,#808080
diurnal variation in symptoms,therapy,exists is same context,contextual proximity,2,#808080
diversion,abuse,exists is same context,contextual proximity,4,#808080
diversion,adhd,exists is same context,contextual proximity,10,#808080
diversion,malingering,exists is same context,contextual proximity,2,#808080
diversion,drug treatment,"Diversion of stimulants is relevant for all ages,exists is same context",relation,8,#22dd22
diversion,misuse,exists is same context,contextual proximity,6,#808080
diversion,nmu,exists is same context,contextual proximity,7,#808080
diversion,parent,exists is same context,contextual proximity,2,#808080
diversion,patient,exists is same context,contextual proximity,2,#808080
diversion,pills per prescription,exists is same context,contextual proximity,2,#808080
diversion,nmu of stimulants,exists is same context,contextual proximity,4,#808080
diversion,stimulants,exists is same context,contextual proximity,2,#808080
diversion could be fatal when diverted to a person who is medically at risk,adhd patients,exists is same context,contextual proximity,2,#808080
diversion could be fatal when diverted to a person who is medically at risk,patient,exists is same context,contextual proximity,2,#808080
diversion could be fatal when diverted to a person who is medically at risk,stimulants,exists is same context,contextual proximity,5,#808080
diversion of medications is a felony,adhd patients,exists is same context,contextual proximity,2,#808080
diversion of medications is a felony,patient,exists is same context,contextual proximity,2,#808080
diversion of medications is a felony,stimulants,exists is same context,contextual proximity,5,#808080
diversion or nmu,patient,exists is same context,contextual proximity,2,#808080
diverting one’s attention,emotion regulation,"explicit process in,exists is same context",relation,9,#22dd22
dizziness,allergic reactions,exists is same context,contextual proximity,3,#808080
dizziness,anxiety,exists is same context,contextual proximity,2,#808080
dizziness,atomoxetine,exists is same context,contextual proximity,13,#808080
dizziness,behavioral changes,exists is same context,contextual proximity,2,#808080
dizziness,bupropion,exists is same context,contextual proximity,9,#808080
dizziness,cardiovascular effects,exists is same context,contextual proximity,2,#808080
dizziness,central nervous system effects,exists is same context,contextual proximity,3,#808080
dizziness,dose,exists is same context,contextual proximity,2,#808080
dizziness,dry mouth,exists is same context,contextual proximity,3,#808080
dizziness,emergency room visits,exists is same context,contextual proximity,2,#808080
dizziness,extended-release form,exists is same context,contextual proximity,2,#808080
dizziness,gastrointestinal issues,exists is same context,contextual proximity,3,#808080
dizziness,growth issues,exists is same context,contextual proximity,4,#808080
dizziness,headache,exists is same context,contextual proximity,3,#808080
dizziness,health care provider,"requires consultation with,exists is same context",relation,8,#22dd22
dizziness,heart rate,exists is same context,contextual proximity,2,#808080
dizziness,hydration,"Hydration can help alleviate dizziness,is related to,exists is same context",relation,12,#22dd22
dizziness,insomnia,exists is same context,contextual proximity,5,#808080
dizziness,irritability,exists is same context,contextual proximity,5,#808080
dizziness,loss of appetite,exists is same context,contextual proximity,2,#808080
dizziness,activation of mania or hypomania,exists is same context,contextual proximity,2,#808080
dizziness,drug treatment,exists is same context,contextual proximity,4,#808080
dizziness,medication adjustment,exists is same context,contextual proximity,2,#808080
dizziness,medication adjustment,exists is same context,contextual proximity,6,#808080
dizziness,medication form adjustment,exists is same context,contextual proximity,4,#808080
dizziness,moodiness,exists is same context,contextual proximity,2,#808080
dizziness,more irritability or moodiness when taking medication,exists is same context,contextual proximity,4,#808080
dizziness,nausea,exists is same context,contextual proximity,5,#808080
dizziness,mental conditions,exists is same context,contextual proximity,3,#808080
dizziness,sleep disturbances,exists is same context,contextual proximity,2,#808080
dizziness,slowing of heart rate,exists is same context,contextual proximity,8,#808080
dizziness,snacks,exists is same context,contextual proximity,2,#808080
dizziness,stimulant medication,"caused by,exists is same context",relation,8,#22dd22
dizziness,supplemental medications,exists is same context,contextual proximity,4,#808080
dizziness,symptoms,exists is same context,contextual proximity,2,#808080
dizziness,timing of medication,exists is same context,contextual proximity,2,#808080
dizziness,drug treatment,"side effect of treatment, dizziness is experienced,exists is same context",relation,9,#22dd22
dizziness,vomiting,exists is same context,contextual proximity,2,#808080
dizziness,weight loss,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,adhd,exists is same context,contextual proximity,3,#808080
dizziness and lightheadedness,central nervous system effects,exists is same context,contextual proximity,6,#808080
dizziness and lightheadedness,clonidine,"associated with,exists is same context",relation,30,#22dd22
dizziness and lightheadedness,constipation,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,depression,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,drowsiness,exists is same context,contextual proximity,4,#808080
dizziness and lightheadedness,dry mouth,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,fatigue,exists is same context,contextual proximity,4,#808080
dizziness and lightheadedness,guanfacine,"are caused by,exists is same context",relation,16,#22dd22
dizziness and lightheadedness,headache,exists is same context,contextual proximity,3,#808080
dizziness and lightheadedness,irritability,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,hypotension,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,mood swings,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,nausea,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,orthostatic hypotension,"especially when standing up quickly due to,exists is same context",relation,6,#22dd22
dizziness and lightheadedness,rebound effect,exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,sedation,exists is same context,contextual proximity,4,#808080
dizziness and lightheadedness,sleep disturbances,exists is same context,contextual proximity,6,#808080
dizziness and lightheadedness,slow heart rate (bradycardia),exists is same context,contextual proximity,2,#808080
dizziness and lightheadedness,stimulant medication,exists is same context,contextual proximity,2,#808080
dlpfc,adhd,exists is same context,contextual proximity,4,#808080
dlpfc,attention and working memory tasks,under-activation during attention and working memory tasks,relation,4,#22dd22
dlpfc,dmn,exists is same context,contextual proximity,3,#808080
dmdd,intensified negative mood,DMDD is associated with intensified negative mood,relation,4,#22dd22
dmdd,irritability,exists is same context,contextual proximity,6,#808080
dmn,adhd,"There is a relationship between DMN and ADHD, as other studies have found a delay in functional brain maturation in resting-state DMN in children with ADHD.,exists is same context",relation,24,#22dd22
dmn,attention and cognitive control networks,"inappropriate interference in attention and cognitive control networks,exists is same context",relation,7,#22dd22
dmn,attention and somatoform networks,exists is same context,contextual proximity,3,#808080
dmn,attention and working memory tasks,exists is same context,contextual proximity,3,#808080
dmn,cortical thickness,exists is same context,contextual proximity,4,#808080
dmn,dlpfc,exists is same context,contextual proximity,3,#808080
dmn,ifc,exists is same context,contextual proximity,3,#808080
dmn,self-referential thoughts and mind-wandering,"involvement in self-referential thoughts and mind-wandering,exists is same context",relation,7,#22dd22
"dna from over 20,000 people with adhd and over 35,000 without adhd",adhd,"were analyzed to identify many genetic risk variants,exists is same context",relation,8,#22dd22
doctor,prescription stimulant,exists is same context,contextual proximity,2,#808080
doctor,adhd,exists is same context,contextual proximity,3,#808080
doctor,adhd-like symptoms,exists is same context,contextual proximity,2,#808080
doctor,environmental factors,exists is same context,contextual proximity,2,#808080
doctor,healthcare systems,have gotten better at identifying and diagnosing ADHD,relation,4,#22dd22
document,research,exists is same context,contextual proximity,2,#808080
documentation,adhd patients,exists is same context,contextual proximity,2,#808080
documentation of impairment,% patients with adhd with documentation of impairment,Documentation of impairment is used to determine the percentage of patients with ADHD,relation,4,#22dd22
documented dsm-5 diagnosis of adhd,screening,exists is same context,contextual proximity,2,#808080
does not seem to listen,adhd,exists is same context,contextual proximity,2,#808080
does not seem to listen,adhd,exists is same context,contextual proximity,2,#808080
does not seem to listen,high inattentive factor,exists is same context,contextual proximity,2,#808080
domains,adhd,exists is same context,contextual proximity,2,#808080
domains,symptoms,exists is same context,contextual proximity,2,#808080
dopamine,adhd,"There is a relationship between dopamine and ADHD, as many of the brain regions and network patterns of activity implicated by imaging studies are modulated by dopamine.,exists is same context",relation,13,#22dd22
dopamine,noradrenaline,play an important role in attention,relation,4,#22dd22
dopamine,dexmethylphenidate,exists is same context,contextual proximity,5,#808080
dopamine,vyvanse,exists is same context,contextual proximity,2,#808080
dopamine levels in synapses,adhd,exists is same context,contextual proximity,3,#808080
dopamine levels in synapses,chrna7,exists is same context,contextual proximity,2,#808080
dopamine levels in synapses,dusp6,exists is same context,contextual proximity,3,#808080
dopamine regulation,adhd,exists is same context,contextual proximity,3,#808080
dopamine regulation,chrna7,exists is same context,contextual proximity,2,#808080
dopamine regulation,dusp6,exists is same context,contextual proximity,3,#808080
dopaminergic system,affective components of executive control,exists is same context,contextual proximity,6,#808080
dopaminergic system,attention,"plays an important part in the regulation of,exists is same context",relation,10,#22dd22
dopaminergic system,attention and arousal,exists is same context,contextual proximity,6,#808080
dopaminergic system,basal ganglia,exists is same context,contextual proximity,6,#808080
dopaminergic system,cognitive components of executive control,exists is same context,contextual proximity,6,#808080
dopaminergic system,cognitive flexibility,exists is same context,contextual proximity,6,#808080
dopaminergic system,dorsal anterior cingulate cortex,exists is same context,contextual proximity,6,#808080
dopaminergic system,executive control,exists is same context,contextual proximity,18,#808080
dopaminergic system,frontal lobes,exists is same context,contextual proximity,6,#808080
dopaminergic system,inferior frontal cortex,exists is same context,contextual proximity,6,#808080
dopaminergic system,learning and memory,"plays an important part in the regulation of,exists is same context",relation,10,#22dd22
dopaminergic system,mood regulation,"plays an important part in the regulation of,exists is same context",relation,16,#22dd22
dopaminergic system,movement regulation,"plays an important part in the regulation of,exists is same context",relation,10,#22dd22
dopaminergic system,noradrenergic system,exists is same context,contextual proximity,24,#808080
dopaminergic system,novelty processing,"plays an important part in the regulation of,exists is same context",relation,10,#22dd22
dopaminergic system,parietal cortex,exists is same context,contextual proximity,6,#808080
dopaminergic system,reward processing,"plays an important part in the regulation of,exists is same context",relation,10,#22dd22
dopaminergic system,signal-to-noise processing,exists is same context,contextual proximity,6,#808080
dopaminergic system,stress response,exists is same context,contextual proximity,6,#808080
dopaminergic system,sustained attention,exists is same context,contextual proximity,6,#808080
dopaminergic system,thalamus,exists is same context,contextual proximity,6,#808080
dopaminergic system,ventral anterior cingulate cortex,exists is same context,contextual proximity,6,#808080
dorsal anterior cingulate cortex,basal ganglia,exists is same context,contextual proximity,2,#808080
dorsal anterior cingulate cortex,cognitive components of executive control,mediate,relation,4,#22dd22
dorsal anterior cingulate cortex,conflict resolution,The dorsal anterior cingulate cortex is involved in the resolution of conflict and decision-making,relation,4,#22dd22
dorsal anterior cingulate cortex,dopaminergic system,exists is same context,contextual proximity,6,#808080
dorsal anterior cingulate cortex,executive control,exists is same context,contextual proximity,4,#808080
dorsal anterior cingulate cortex,mood regulation,exists is same context,contextual proximity,2,#808080
dorsal anterior cingulate cortex,noradrenergic system,exists is same context,contextual proximity,4,#808080
dorsal anterior cingulate cortex,ventral anterior cingulate cortex,exists is same context,contextual proximity,2,#808080
dorsolateral prefrontal cortex,executive control,"The dorsolateral prefrontal cortex is responsible for many executive functions including processing speed, working memory",relation,4,#22dd22
dose,adhd,exists is same context,contextual proximity,13,#808080
dose,adherence,exists is same context,contextual proximity,4,#808080
dose,atx,exists is same context,contextual proximity,16,#808080
dose,care,exists is same context,contextual proximity,4,#808080
dose,dex,exists is same context,contextual proximity,12,#808080
dose,dizziness,exists is same context,contextual proximity,2,#808080
dose,drug treatment,"dose is related to medication,exists is same context",relation,11,#22dd22
dose,mood symptoms,exists is same context,contextual proximity,2,#808080
dose,patient,exists is same context,contextual proximity,8,#808080
dose,research,exists is same context,contextual proximity,4,#808080
dose,adverse effects,exists is same context,contextual proximity,2,#808080
dose,slowing of heart rate,exists is same context,contextual proximity,4,#808080
dose,stimulants,exists is same context,contextual proximity,2,#808080
dose,support groups,exists is same context,contextual proximity,4,#808080
dose,symptoms,exists is same context,contextual proximity,4,#808080
dose,time,exists is same context,contextual proximity,2,#808080
dose,drug treatment,"component of treatment, dose is involved in it,exists is same context",relation,19,#22dd22
dose,trial,exists is same context,contextual proximity,4,#808080
dose,viloxazine,exists is same context,contextual proximity,7,#808080
dose reduction,follow-up visit,exists is same context,contextual proximity,4,#808080
dose reduction,medication response,exists is same context,contextual proximity,2,#808080
dose reduction,stimulants,exists is same context,contextual proximity,2,#808080
dose reduction,therapy,exists is same context,contextual proximity,2,#808080
dose,5mg and 10mg,"are available in different amounts,exists is same context",relation,6,#22dd22
dose,adderall,exists is same context,contextual proximity,4,#808080
dose,adzenys xr -odt,"offers various dose options,exists is same context",relation,13,#22dd22
dose,concerta,exists is same context,contextual proximity,4,#808080
dose,dexedrine spansule,exists is same context,contextual proximity,6,#808080
dose,dyanavel xr,"includes various dose options,exists is same context",relation,7,#22dd22
dose,extended-release tablets,exists is same context,contextual proximity,2,#808080
dose,form,exists is same context,contextual proximity,7,#808080
dose,long-acting medications,exists is same context,contextual proximity,6,#808080
dose,dexmethylphenidate,exists is same context,contextual proximity,6,#808080
