source,target,edge,edge_type,value,color
electronic medical records database,atomoxetine,exists is same context,contextual proximity,3,#808080
electronic medical records database,methylphenidate,exists is same context,contextual proximity,3,#808080
electrophysiology,adhd,exists is same context,contextual proximity,2,#808080
electrophysiology,brain imaging,and have provided some clues to the pathophysiology,relation,4,#22dd22
electrophysiology,scaffolding,exists is same context,contextual proximity,3,#808080
electrophysiology in attention-deficit/hyperactivity disorder,attention-deficit/hyperactivity disorder,exists is same context,contextual proximity,2,#808080
electrophysiology in attention-deficit/hyperactivity disorder,maternal smoking,exists is same context,contextual proximity,2,#808080
elements of cbt,adhd,exists is same context,contextual proximity,2,#808080
elements of cbt,adhd symptoms,exists is same context,contextual proximity,3,#808080
elements of cbt,medications,exists is same context,contextual proximity,3,#808080
elevated emotional control scores on the brief-a,adult adhd subjects,exists is same context,contextual proximity,2,#808080
elevated emotional control scores on the brief-a,emotional control subscale of the brief-a,exists is same context,contextual proximity,2,#808080
elevated emotional control scores on the brief-a,young adults (18 –30 years) with adhd,exists is same context,contextual proximity,3,#808080
eli lilly,qbtech,provided non-financial support,relation,4,#22dd22
eli lilly,s.d.,exists is same context,contextual proximity,2,#808080
eli-lilly,association for child and adolescent central health (acamh),exists is same context,contextual proximity,2,#808080
eli-lilly,d.a.,exists is same context,contextual proximity,2,#808080
eli-lilly,e.m.,exists is same context,contextual proximity,3,#808080
eli-lilly,fapergs,exists is same context,contextual proximity,2,#808080
eli-lilly,g.m.,exists is same context,contextual proximity,9,#808080
eli-lilly,h.l.,exists is same context,contextual proximity,2,#808080
eli-lilly,hospital de clínicas de porto alegre (hcpa),exists is same context,contextual proximity,2,#808080
eli-lilly,i.m.,exists is same context,contextual proximity,4,#808080
eli-lilly,j.l.,exists is same context,contextual proximity,4,#808080
eli-lilly,janssen,exists is same context,contextual proximity,4,#808080
eli-lilly,l.a.r.,exists is same context,contextual proximity,9,#808080
eli-lilly,l.y.,exists is same context,contextual proximity,4,#808080
eli-lilly,m.a.s.,exists is same context,contextual proximity,2,#808080
eli-lilly,m.g.,exists is same context,contextual proximity,3,#808080
eli-lilly,medice,exists is same context,contextual proximity,2,#808080
eli-lilly,medison ltd.,exists is same context,contextual proximity,2,#808080
eli-lilly,p.a.,exists is same context,contextual proximity,4,#808080
eli-lilly,p.s.,exists is same context,contextual proximity,2,#808080
eli-lilly,s.c.,exists is same context,contextual proximity,2,#808080
eli-lilly,shire,exists is same context,contextual proximity,2,#808080
eli-lilly,shire/takeda,exists is same context,contextual proximity,6,#808080
eli-lilly,supernus,exists is same context,contextual proximity,3,#808080
eli-lilly,t.l.,exists is same context,contextual proximity,2,#808080
eli-lilly,teva israel,exists is same context,contextual proximity,2,#808080
elsevier,a.p.,exists is same context,contextual proximity,13,#808080
elsevier,g.k.,exists is same context,contextual proximity,3,#808080
elsevier,j.h.n.,exists is same context,contextual proximity,9,#808080
elsevier,"kochi city hall, kochi, japan",exists is same context,contextual proximity,2,#808080
elsevier,t.s.,exists is same context,contextual proximity,2,#808080
elsevier,"tokyo metropolitan university graduate school of public health, tokyo, japan",exists is same context,contextual proximity,2,#808080
"embryogenesis, cellular proliferation and differentiation",dopamine regulation,exists is same context,contextual proximity,2,#808080
"embryogenesis, cellular proliferation and differentiation",dusp6,exists is same context,contextual proximity,3,#808080
emergence of adhd,adhd,exists is same context,contextual proximity,4,#808080
emergence of adhd,genetic factors,exists is same context,contextual proximity,2,#808080
emergence of adhd,polygenic risk score,exists is same context,contextual proximity,2,#808080
emergent affective arousal,ei,exists is same context,contextual proximity,2,#808080
emergent affective arousal,emotion regulation,exists is same context,contextual proximity,2,#808080
emergent affective arousal,self-monitoring skills,exists is same context,contextual proximity,4,#808080
emergent affective arousal,valuation,exists is same context,contextual proximity,2,#808080
emergent health conditions,adhd,exists is same context,contextual proximity,7,#808080
emergent health conditions,adhd symptoms,exists is same context,contextual proximity,3,#808080
emotion,attention-deficit/hyperactivity disorder (adhd),exists is same context,contextual proximity,4,#808080
emotion,behavior,"The study investigated the coherence among emotion experience, behavior, and physiology in individuals with emotional disorders.",relation,4,#22dd22
emotion,child,exists is same context,contextual proximity,3,#808080
emotion,cognitive behavioral practice,exists is same context,contextual proximity,2,#808080
emotion,emotion generation,exists is same context,contextual proximity,2,#808080
emotion,emotion regulation,exists is same context,contextual proximity,2,#808080
emotion,emotional activation,exists is same context,contextual proximity,3,#808080
emotion,emotional states,exists is same context,contextual proximity,2,#808080
emotion,"gross, j.j.",exists is same context,contextual proximity,2,#808080
emotion,"mauss, i.b.",exists is same context,contextual proximity,2,#808080
emotion,"mick, e.",exists is same context,contextual proximity,2,#808080
emotion,mindfulness meditation,exists is same context,contextual proximity,2,#808080
emotion,"mitchell, j.t.",exists is same context,contextual proximity,4,#808080
emotion,"moukhtarian, t.r.",exists is same context,contextual proximity,2,#808080
emotion,"mulraney, m.",exists is same context,contextual proximity,2,#808080
emotion,onset,The factors that regulate the onset of emotion could well include...,relation,4,#22dd22
emotion,regulation,"According to Gross and Barrett (2011), emotion generation and regulation are two different processes.,exists is same context",relation,6,#22dd22
emotion,stimulants and amoxetine,exists is same context,contextual proximity,2,#808080
emotion and emotion regulation,attention deficit hyperactivity disorders,exists is same context,contextual proximity,3,#808080
emotion and emotion regulation,child development,Related to child development,relation,4,#22dd22
emotion dysregulation,adhd,exists is same context,contextual proximity,3,#808080
emotion dysregulation,adhd diagnosis,"Emotion dysregulation is a key feature of ADHD and is used in its diagnosis,exists is same context",relation,10,#22dd22
emotion dysregulation,adhd risk,exists is same context,contextual proximity,3,#808080
emotion dysregulation,adhd symptoms,"Emotion dysregulation is associated with the severity of ADHD symptoms,exists is same context",relation,10,#22dd22
emotion dysregulation,assessment,"This assessment measures emotion dysregulation.,exists is same context",relation,8,#22dd22
emotion dysregulation,attention deficit hyperactivity disorder (adhd),exists is same context,contextual proximity,3,#808080
emotion dysregulation,attention-deficit/hyperactivity disorder + oppositional defiant disorder/conduct disorder,exists is same context,contextual proximity,2,#808080
emotion dysregulation,attention-deﬁcit/hyperactivity disorder (adhd),exists is same context,contextual proximity,2,#808080
emotion dysregulation,bullying,exists is same context,contextual proximity,6,#808080
emotion dysregulation,canadian journal of behavioural science,exists is same context,contextual proximity,2,#808080
emotion dysregulation,childhood epilepsy,exists is same context,contextual proximity,3,#808080
emotion dysregulation,children with adhd,exists is same context,contextual proximity,2,#808080
emotion dysregulation,comprehensive psychiatry,exists is same context,contextual proximity,2,#808080
emotion dysregulation,development and validation of a state-based measure of emotion dysregulation.,exists is same context,contextual proximity,2,#808080
emotion dysregulation,difﬁculties in emotion regulation scale short form (ders-sf),exists is same context,contextual proximity,2,#808080
emotion dysregulation,discordant patterns,exists is same context,contextual proximity,2,#808080
emotion dysregulation,"discordant patterns among emotional experience, arousal, and expression in adolescence",exists is same context,contextual proximity,2,#808080
emotion dysregulation,distress tolerance,exists is same context,contextual proximity,2,#808080
emotion dysregulation,effect of methylphenidate on emotional dysregulation in children with attention-deficit/hyperactivity disorder + oppositional defiant disorder/conduct disorder,exists is same context,contextual proximity,2,#808080
emotion dysregulation,emotion lability,exists is same context,contextual proximity,2,#808080
emotion dysregulation,emotion reactivity,exists is same context,contextual proximity,2,#808080
emotion dysregulation,emotion reactivity scale,exists is same context,contextual proximity,2,#808080
emotion dysregulation,emotion regulation,exists is same context,contextual proximity,2,#808080
emotion dysregulation,emotional dysregulation,exists is same context,contextual proximity,2,#808080
emotion dysregulation,emotional dysregulation in adults with adhd,exists is same context,contextual proximity,2,#808080
emotion dysregulation,"emotional experience, arousal, and expression",exists is same context,contextual proximity,2,#808080
emotion dysregulation,"emotional experience, arousal, and expression in adolescence",exists is same context,contextual proximity,2,#808080
emotion dysregulation,hyperactivity disorder,exists is same context,contextual proximity,3,#808080
emotion dysregulation,internalizing problems,exists is same context,contextual proximity,2,#808080
emotion dysregulation,irritability in children and adolescents,exists is same context,contextual proximity,2,#808080
emotion dysregulation,is there an all-embracing construct of emotion reactivity?,exists is same context,contextual proximity,2,#808080
emotion dysregulation,journal of child and adolescent psychopharmacology,exists is same context,contextual proximity,6,#808080
emotion dysregulation,journal of clinical psychopharmacology,exists is same context,contextual proximity,2,#808080
emotion dysregulation,journal of psychopathology and behavioral assessment,exists is same context,contextual proximity,2,#808080
emotion dysregulation,juvenile detention and correctional facilities,exists is same context,contextual proximity,3,#808080
emotion dysregulation,mental disorders,exists is same context,contextual proximity,6,#808080
emotion dysregulation,mental health disorders,exists is same context,contextual proximity,3,#808080
emotion dysregulation,mental health issues,exists is same context,contextual proximity,3,#808080
emotion dysregulation,methylphenidate,exists is same context,contextual proximity,4,#808080
emotion dysregulation,pharmacotherapy,exists is same context,contextual proximity,2,#808080
emotion dysregulation,psychopathological symptoms and disorders,exists is same context,contextual proximity,2,#808080
emotion dysregulation,psychopathology and behavioral assessment,exists is same context,contextual proximity,2,#808080
emotion dysregulation,psychopharmacology,exists is same context,contextual proximity,2,#808080
emotion dysregulation,social impairment among young adolescents with adhd,Emotion dysregulation is associated with social impairment among young adolescents with ADHD.,relation,4,#22dd22
emotion dysregulation,state-based measure of emotion dysregulation,"A state-based measure of emotion dysregulation has been developed and validated.,A state-based measure of emotion dysregulation has been developed and validated.,exists is same context",relation,12,#22dd22
"emotion dysregulation scale, short version (eds-short)",trials norms availability,exists is same context,contextual proximity,13,#808080
emotion expression scale for children (eesc),attention deficit hyperactivity disorder,exists is same context,contextual proximity,2,#808080
emotion expression scale for children (eesc),initial validation of the emotion expression scale for children (eesc),The EESC is validated for children,relation,4,#22dd22
emotion generation,adhd,exists is same context,contextual proximity,2,#808080
emotion generation,adhd child,exists is same context,contextual proximity,8,#808080
emotion generation,adhd prototype,exists is same context,contextual proximity,2,#808080
emotion generation,age-typical mates,exists is same context,contextual proximity,2,#808080
emotion generation,behavior,exists is same context,contextual proximity,2,#808080
emotion generation,behavioral expression,exists is same context,contextual proximity,5,#808080
emotion generation,behavioral indicators of negative emotions,exists is same context,contextual proximity,2,#808080
emotion generation,biological networks regulating emotions,exists is same context,contextual proximity,4,#808080
emotion generation,cognitive-behavioral skills needed to cope with emotions,exists is same context,contextual proximity,4,#808080
emotion generation,desr (delayed emotional return),exists is same context,contextual proximity,8,#808080
emotion generation,disinhibited behavior,exists is same context,contextual proximity,2,#808080
emotion generation,ei,exists is same context,contextual proximity,2,#808080
emotion generation,ei (emotional inability),exists is same context,contextual proximity,10,#808080
emotion generation,emotion,exists is same context,contextual proximity,2,#808080
emotion generation,emotion regulation,"Gross and John (2003) highlight the importance of individual differences in emotion generation and regulation processes.,exists is same context",relation,8,#22dd22
emotion generation,emotional activation,exists is same context,contextual proximity,3,#808080
emotion generation,emotional impulsivity,exists is same context,contextual proximity,6,#808080
emotion generation,emotional intensity,exists is same context,contextual proximity,4,#808080
emotion generation,emotional regulation,exists is same context,contextual proximity,2,#808080
emotion generation,emotional self-regulation,exists is same context,contextual proximity,4,#808080
emotion generation,emotional state,"emotions are generated in response to stimuli,exists is same context",relation,6,#22dd22
emotion generation,emotional states,"...Current research on emotional states frequently differentiates emotion generation (or activation) from regulation in which the emotional state itself becomes the focus of controlling processes...,exists is same context",relation,6,#22dd22
emotion generation,emotionally activating stimulus,exists is same context,contextual proximity,2,#808080
emotion generation,emotionally evocative situations,exists is same context,contextual proximity,2,#808080
emotion generation,giggling,exists is same context,contextual proximity,2,#808080
emotion generation,high emotional intensity,exists is same context,contextual proximity,2,#808080
emotion generation,observed behavior,exists is same context,contextual proximity,2,#808080
emotion generation,rapid onset,exists is same context,contextual proximity,2,#808080
emotion generation,regulation,exists is same context,contextual proximity,2,#808080
emotion generation,self-monitoring skills,exists is same context,contextual proximity,4,#808080
emotion generation,self-regulation skills,"Poor self-regulation skills lead to slower recovery times and prolonged episodes of behavioral disturbance due to high levels of emotion generation.,Poor self-regulation skills prolong episodes of behavioral disturbance due to high levels of emotion generation.,exists is same context",relation,18,#22dd22
emotion generation,self-regulatory skills,exists is same context,contextual proximity,2,#808080
emotion generation,slower than typical return of activated emotions to baseline,exists is same context,contextual proximity,2,#808080
emotion generation,subjective emotional experience,exists is same context,contextual proximity,2,#808080
emotion generation,subjective emotionality,exists is same context,contextual proximity,2,#808080
emotion generation,subjective experience,exists is same context,contextual proximity,2,#808080
emotion generation,subjective experience of emotions,exists is same context,contextual proximity,2,#808080
emotion generation,typical non-adhd person,exists is same context,contextual proximity,2,#808080
emotion generation,valuation,exists is same context,contextual proximity,2,#808080
emotion knowledge,cbt,exists is same context,contextual proximity,2,#808080
emotion knowledge,metacognitive executive function training,exists is same context,contextual proximity,2,#808080
emotion knowledge,stp-pre-k enhanced,exists is same context,contextual proximity,4,#808080
emotion lability,emotion dysregulation,exists is same context,contextual proximity,2,#808080
emotion processing,adhd,exists is same context,contextual proximity,4,#808080
emotion processing,adhd traits,exists is same context,contextual proximity,4,#808080
emotion processing,cortical association areas,exists is same context,contextual proximity,4,#808080
emotion processing,cortical surface area and ventromedial orbito-frontal cortical thickness,exists is same context,contextual proximity,2,#808080
emotion processing,"frontal, cingulate, parietal and temporal regions",exists is same context,contextual proximity,2,#808080
emotion processing,fusiform gyrus and temporal pole,"are affected in individuals with ADHD,exists is same context",relation,6,#22dd22
emotion processing,inferior longitudinal and left uncinate fasciculi,exists is same context,contextual proximity,2,#808080
emotion processing,posterior corpus callosum connecting temporo-parieto-occipital regions and the sagittal striatum,exists is same context,contextual proximity,2,#808080
emotion processing,siblings of people with adhd,exists is same context,contextual proximity,2,#808080
emotion processing,visual attention,exists is same context,contextual proximity,4,#808080
emotion processing,white matter tracts,exists is same context,contextual proximity,4,#808080
emotion reactivity,emotion dysregulation,exists is same context,contextual proximity,2,#808080
emotion reactivity,emotion reactivity scale,The Emotion Reactivity Scale is an adaptation and validation of emotion reactivity among a French-speaking community sample.,relation,4,#22dd22
emotion reactivity,journal of child and adolescent psychopharmacology,exists is same context,contextual proximity,3,#808080
emotion reactivity,methylphenidate,exists is same context,contextual proximity,2,#808080
emotion reactivity,state-based measure of emotion dysregulation,exists is same context,contextual proximity,2,#808080
emotion reactivity scale,emotion dysregulation,exists is same context,contextual proximity,2,#808080
emotion reactivity scale,journal of child and adolescent psychopharmacology,exists is same context,contextual proximity,3,#808080
emotion reactivity scale,methylphenidate,exists is same context,contextual proximity,2,#808080
emotion reactivity scale,state-based measure of emotion dysregulation,exists is same context,contextual proximity,2,#808080
emotion regulation,adhd,"The capacity for emotion regulation transcends specific emotional states, but it is unclear whether these regulatory processes influence the range of emotional states associated with emotional valence or specific disorders.,exists is same context",relation,21,#22dd22
emotion regulation,adhd patients,exists is same context,contextual proximity,3,#808080
emotion regulation,adults,exists is same context,contextual proximity,2,#808080
emotion regulation,amygdala functional connectivity,"Abnormal amygdala functional connectivity has been associated with emotional lability in children with ADHD.,exists is same context",relation,10,#22dd22
emotion regulation,attention deficit hyperactivity disorders,"Related to ADHD in children,exists is same context",relation,7,#22dd22
emotion regulation,attention-deﬁcit/hyperactivity disorder,"Children with ADHD often have difficulty regulating their emotions.,exists is same context",relation,10,#22dd22
emotion regulation,behavior,exists is same context,contextual proximity,2,#808080
emotion regulation,behavioural interventions,exists is same context,contextual proximity,5,#808080
emotion regulation,behavioural therapy,exists is same context,contextual proximity,3,#808080
emotion regulation,cbt,exists is same context,contextual proximity,3,#808080
emotion regulation,cbt (cognitive behavioural therapy),exists is same context,contextual proximity,4,#808080
emotion regulation,cbt/dbt program,exists is same context,contextual proximity,2,#808080
emotion regulation,children with adhd,exists is same context,contextual proximity,3,#808080
emotion regulation,cognitive flexibility,exists is same context,contextual proximity,2,#808080
emotion regulation,cognitive functions,exists is same context,contextual proximity,2,#808080
emotion regulation,coping skills for managing anger,are related as they are both coping mechanisms,relation,4,#22dd22
emotion regulation,difﬁculties in emotion regulation scale short form (ders-sf),The DERS-SF is a validation and replication of emotion regulation difficulties.,relation,4,#22dd22
emotion regulation,distress tolerance,"emotion regulation and distress tolerance are linked to emotional and behavioral concerns in young people,exists is same context",relation,8,#22dd22
emotion regulation,distress tolerance scale,exists is same context,contextual proximity,2,#808080
emotion regulation,ei,exists is same context,contextual proximity,4,#808080
emotion regulation,ei or desr,exists is same context,contextual proximity,2,#808080
emotion regulation,emergent affective arousal,exists is same context,contextual proximity,2,#808080
emotion regulation,emotion,exists is same context,contextual proximity,2,#808080
emotion regulation,emotion dysregulation,exists is same context,contextual proximity,2,#808080
emotion regulation,emotion generation,exists is same context,contextual proximity,4,#808080
emotion regulation,emotional activation,exists is same context,contextual proximity,3,#808080
emotion regulation,emotional dysregulation,exists is same context,contextual proximity,6,#808080
emotion regulation,emotional regulation,exists is same context,contextual proximity,5,#808080
emotion regulation,emotional regulation difficulty in adults,exists is same context,contextual proximity,2,#808080
emotion regulation,emotional states,"...Current research on emotional states frequently differentiates emotion generation (or activation) from regulation in which the emotional state itself becomes the focus of controlling processes...,exists is same context",relation,7,#22dd22
emotion regulation,emotional symptoms,exists is same context,contextual proximity,3,#808080
emotion regulation,executive function,exists is same context,contextual proximity,4,#808080
emotion regulation,executive functions,exists is same context,contextual proximity,3,#808080
emotion regulation,explicit and implicit emotion regulation framework,"The dual-process framework for emotion regulation was proposed by Gyurak, Gross, and Etkin in 2011.,exists is same context",relation,10,#22dd22
emotion regulation,expression and emotion scale for children (eesc),exists is same context,contextual proximity,2,#808080
emotion regulation,frustration discomfort scale,"The Frustration Discomfort Scale was developed to assess emotion regulation.,exists is same context",relation,12,#22dd22
emotion regulation,impulse control,exists is same context,contextual proximity,2,#808080
emotion regulation,journal of child and adolescent psychopharmacology,exists is same context,contextual proximity,3,#808080
emotion regulation,lisdexamfetamine dimesylate treatment outcomes,"Treatment with lisdexamfetamine dimesylate has been shown to improve emotional control in children with ADHD.,exists is same context",relation,10,#22dd22
emotion regulation,metacognitive executive function training,exists is same context,contextual proximity,3,#808080
emotion regulation,methylphenidate,exists is same context,contextual proximity,2,#808080
emotion regulation,mindfulness meditation,exists is same context,contextual proximity,2,#808080
emotion regulation,mindfulness meditation group training,exists is same context,contextual proximity,2,#808080
emotion regulation,mindfulness-based cognitive therapy (mbct),exists is same context,contextual proximity,2,#808080
emotion regulation,motivation,exists is same context,contextual proximity,2,#808080
emotion regulation,negative affect,exists is same context,contextual proximity,2,#808080
emotion regulation,pbmt,exists is same context,contextual proximity,2,#808080
emotion regulation,performance errors,exists is same context,contextual proximity,2,#808080
emotion regulation,person,exists is same context,contextual proximity,2,#808080
emotion regulation,poorly controlled emotionally driven behavior,exists is same context,contextual proximity,2,#808080
emotion regulation,psychosocial interventions,exists is same context,contextual proximity,2,#808080
emotion regulation,reappraisal,exists is same context,contextual proximity,4,#808080
emotion regulation,regulation,exists is same context,contextual proximity,2,#808080
emotion regulation,self-monitoring,exists is same context,contextual proximity,2,#808080
emotion regulation,self-monitoring skills,exists is same context,contextual proximity,8,#808080
emotion regulation,self-regulation,exists is same context,contextual proximity,2,#808080
emotion regulation,self-regulatory deficits,exists is same context,contextual proximity,2,#808080
emotion regulation,skills training,exists is same context,contextual proximity,2,#808080
emotion regulation,state difﬁculties in emotion regulation scale (s- ders),exists is same context,contextual proximity,2,#808080
emotion regulation,state-based measure of emotion dysregulation,exists is same context,contextual proximity,2,#808080
emotion regulation,stp-pre-k enhanced,exists is same context,contextual proximity,4,#808080
emotion regulation,strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),exists is same context,contextual proximity,2,#808080
emotion regulation,subtyping attention-deﬁcit/hyperactivity disorder using temperament dimensions,"Researchers have proposed subtyping ADHD based on temperament dimensions related to emotion regulation.,exists is same context",relation,10,#22dd22
emotion regulation,valuation,exists is same context,contextual proximity,4,#808080
emotion regulation,verbal fluency,exists is same context,contextual proximity,2,#808080
emotion regulation,young children,exists is same context,contextual proximity,2,#808080
emotion regulation checklist,attention-deficit/hyperactivity disorder (adhd),exists is same context,contextual proximity,2,#808080
emotion regulation checklist,emotional dysregulation,exists is same context,contextual proximity,2,#808080
emotion regulation checklist,self-regulation in adhd,related to error processing and distress tolerance,relation,4,#22dd22
emotion regulation checklist (erc),trials norms availability,exists is same context,contextual proximity,13,#808080
emotion regulation deficits,adhd,exists is same context,contextual proximity,4,#808080
emotion regulation deficits,intermittent explosive disorder,are associated with,relation,4,#22dd22
emotion regulation deficits,irritability,exists is same context,contextual proximity,3,#808080
emotion regulation difficulty,distress tolerance scale,exists is same context,contextual proximity,2,#808080
emotion regulation difficulty,emotional regulation difficulty in adults,exists is same context,contextual proximity,2,#808080
emotion regulation difficulty,expression and emotion scale for children (eesc),exists is same context,contextual proximity,2,#808080
emotion regulation difficulty,frustration discomfort scale,exists is same context,contextual proximity,2,#808080
emotion regulation difficulty,state difﬁculties in emotion regulation scale (s- ders),exists is same context,contextual proximity,2,#808080
emotion regulation difficulty,strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),exists is same context,contextual proximity,2,#808080
emotion regulation index for adults and children (erica),trials norms availability,exists is same context,contextual proximity,13,#808080
emotion regulation index for children (erica),child,exists is same context,contextual proximity,3,#808080
emotion regulation processes,adhd,"The point at which emotional regulation processes begin is a matter of some debate in ADHD.,exists is same context",relation,12,#22dd22
emotion regulation processes,emotional generation and regulation,"Emotion regulation refers to the management of one's current emotional state after it emerges.,exists is same context",relation,8,#22dd22
emotion regulation processes,emotional states,exists is same context,contextual proximity,2,#808080
emotion regulation processes,emotional symptoms,exists is same context,contextual proximity,2,#808080
emotion regulation processes,"rapid, intense, and disproportionate emotional reactions",exists is same context,contextual proximity,2,#808080
emotion regulation processes,"regulating processes (e.g., sensory gating, thresholds for stimuli to activate emotion, anticipatory appraisal and valuation)",exists is same context,contextual proximity,2,#808080
emotion regulation questionnaire (erq),distress tolerance scale,exists is same context,contextual proximity,2,#808080
emotion regulation questionnaire (erq),emotion regulation,The ERQ is a measure of emotion regulation.,relation,4,#22dd22
emotion regulation questionnaire (erq),emotional regulation difficulty in adults,exists is same context,contextual proximity,2,#808080
emotion regulation questionnaire (erq),expression and emotion scale for children (eesc),exists is same context,contextual proximity,2,#808080
emotion regulation questionnaire (erq),frustration discomfort scale,exists is same context,contextual proximity,2,#808080
emotion regulation questionnaire (erq),state difﬁculties in emotion regulation scale (s- ders),exists is same context,contextual proximity,2,#808080
emotion regulation questionnaire (erq),strengths and difﬁculties questionnaire – dysregulation proﬁle (sdq-dp),exists is same context,contextual proximity,2,#808080
emotion regulation questionnaire (erq),trials norms availability,exists is same context,contextual proximity,13,#808080
emotion regulation scales,adhd,exists is same context,contextual proximity,4,#808080
emotion regulation scales,argumentative/defiant behavior and vindictiveness,exists is same context,contextual proximity,2,#808080
emotion regulation scales,cgiels,exists is same context,contextual proximity,2,#808080
emotion regulation scales,csr-r,exists is same context,contextual proximity,2,#808080
emotion regulation scales,emotional dysregulation,exists is same context,contextual proximity,14,#808080
emotion regulation scales,emotional dysregulation in adhd and other childhood psychiatric disorders,exists is same context,contextual proximity,2,#808080
emotion regulation scales,emotional lability scale,exists is same context,contextual proximity,4,#808080
emotion regulation scales,executive functioning,exists is same context,contextual proximity,2,#808080
emotion regulation scales,impulsive aggression,exists is same context,contextual proximity,2,#808080
emotion regulation scales,inappropriately positive emotions,exists is same context,contextual proximity,2,#808080
emotion regulation scales,irritability,exists is same context,contextual proximity,2,#808080
emotion regulation scales,persistent anger,exists is same context,contextual proximity,2,#808080
emotion regulation scales,table 1,exists is same context,contextual proximity,2,#808080
emotion regulation scales,wender-reimherr adult attention deficit disorder scale,exists is same context,contextual proximity,2,#808080
emotional activation,anticipatory self-preparation,exists is same context,contextual proximity,3,#808080
emotional activation,emotion,exists is same context,contextual proximity,3,#808080
emotional activation,emotion generation,exists is same context,contextual proximity,3,#808080
emotional activation,emotion regulation,exists is same context,contextual proximity,3,#808080
emotional activation,emotional generation,exists is same context,contextual proximity,3,#808080
emotional activation,emotional states,exists is same context,contextual proximity,6,#808080
emotional activation,onset,exists is same context,contextual proximity,3,#808080
emotional activation,regulation,exists is same context,contextual proximity,3,#808080
emotional activation,selection or modification of situations,exists is same context,contextual proximity,3,#808080
emotional activation,situations,"...regulatory processes are developmentally incorporated into emotion itself —leading some to conclude that 'unregulated emotion' in any pure sense does not exist...,exists is same context",relation,7,#22dd22
emotional and behavioral difficulties,attention-deficit/hyperactivity disorder (adhd),"There is a relationship between emotional and behavioral difficulties and ADHD, as children with a history of ADHD have been found to experience emotional and behavioral difficulties in everyday functioning.,exists is same context",relation,8,#22dd22
emotional and physical exhaustion,adhd,exists is same context,contextual proximity,3,#808080
emotional and social impairment,adhd,exists is same context,contextual proximity,14,#808080
emotional and social impairment,emotional functioning,exists is same context,contextual proximity,2,#808080
emotional and social impairment,enjoyable lives,exists is same context,contextual proximity,2,#808080
emotional and social impairment,families,exists is same context,contextual proximity,2,#808080
emotional and social impairment,parents of youths with adhd,exists is same context,contextual proximity,2,#808080
emotional and social impairment,patients,exists is same context,contextual proximity,6,#808080
emotional and social impairment,physical functioning,exists is same context,contextual proximity,2,#808080
emotional and social impairment,productive lives,exists is same context,contextual proximity,2,#808080
emotional and social impairment,quality of life,exists is same context,contextual proximity,4,#808080
emotional and social impairment,school functioning,exists is same context,contextual proximity,2,#808080
emotional and social impairment,youths with adhd,exists is same context,contextual proximity,2,#808080
emotional burdens,adhd,exists is same context,contextual proximity,4,#808080
emotional burdens,postpartum,exists is same context,contextual proximity,3,#808080
emotional control,atomoxetine,has effects on in adults with ADHD,relation,4,#22dd22
emotional control impairment,lisdexamfetamine dimesylate (ldx),"treatment,exists is same context",relation,6,#22dd22
emotional control subscale,adhd treatment in adults,exists is same context,contextual proximity,4,#808080
emotional control subscale,behaviorrating inventory of executive function-adult version self-report (brief-a),"Moderate improvements have been found in the Emotional Control subscale of BRIEF-A,exists is same context",relation,6,#22dd22
emotional control subscale,brief-a,exists is same context,contextual proximity,2,#808080
emotional control subscale,emotional dysregulation,exists is same context,contextual proximity,6,#808080
emotional control subscale,ldx,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,adult adhd subjects,exists is same context,contextual proximity,4,#808080
emotional control subscale of the brief-a,atx for 10 –12 weeks,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,behavioral regulation index of the brief-a,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,decreased prefrontal-limbic connectivity during a face go-no go task,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,"double-blind, placebo-controlled trials of short- and long-acting formulations of a-2 adrenergic agonists",exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,elevated emotional control scores on the brief-a,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,emotional dysregulation,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,guanfacine extended-release,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,negative emotional bias on cognitive control,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,problems of emotional dysregulation associated with adhd,exists is same context,contextual proximity,2,#808080
emotional control subscale of the brief-a,young adults (18 –30 years) with adhd,exists is same context,contextual proximity,6,#808080
emotional coping,adhd,exists is same context,contextual proximity,2,#808080
emotional coping,adhd in girls and women,exists is same context,contextual proximity,4,#808080
emotional coping,women with previously undiagnosed adhd,exists is same context,contextual proximity,3,#808080
emotional difficulties,academic difficulties,"Emotional difficulties are one of the symptoms of ADHD, which can also lead to academic difficulties.",relation,4,#22dd22
emotional difficulties,adhd diagnosis,exists is same context,contextual proximity,2,#808080
emotional distress,distress tolerance scale,exists is same context,contextual proximity,2,#808080
emotional distress,emotional regulation difficulty in adults,exists is same context,contextual proximity,2,#808080
emotional distress,expression and emotion scale for children (eesc),exists is same context,contextual proximity,2,#808080
emotional distress,frustration discomfort scale,exists is same context,contextual proximity,2,#808080
