id,type
likelihood of being rested at wake-up,concept
lilly,organization
limbic areas,location
limitation,concept
limiting or delaying a child's access to effective treatment for adhd,concept
lin,person
linszen,person
lisdexamfetamine,service
lisdexamfetamine (prodrug),concept
lisdexamfetamine dimesylate (ldx),documents
lisdexamfetamine dimesylate treatment outcomes,documents
lisdexamphetamine,service
literature search,service
liu,person
"liu, h.",person
liver damage,condition
liver function tests,service
liver problems such as hepatitis,condition
lohoff,person
"london, uk ",location
long-acting stimulant,object
long-acting α2-adrenergic agonists,object
long-range fronto-posterior association tracts,object
long-term efficacy,concept
long-term memory,condition
long-term methylphenidate treatment,service
long-term outcomes,documents
long-term risk of cardiovascular diseases,concept
long-term side effects,condition
long-term treatment,concept
longer-acting stimulants,object
loo,person
"loo, s.k.",person
"loohuis, l.m.o.",person
lord,person
los niños mentalmente anormales,documents
loss of appetite,other
lost role performance,other
louis a. faillace md,person
low,person
low birth weight,documents
low education attainment,concept
low educational achievement,condition
low job satisfaction,concept
low quality of life,concept
low self-directedness,condition
low self-esteem,concept
low social class,condition
low-dose clonidine or guanfacine,other
lowe,person
lower income,concept
lower levels of family income,other
lower overall adaptive functioning,condition
lower overall outcomes,condition
lower parental educational attainment,condition
lower risk of later cigarette or illegal substance use,condition
lrp5 and lrp6,documents
lucae,person
lumos,organization
lundbeck,organization
lundbeck as,organization
lundbeck foundation,organization
m. cercignani,person
m.a.b.,person
m.d.,person
m.h.,person
m.t.,person
"maaser, a.",person
mackintosh,other
maestrini,person
magnusson,person
"magnusson, p.",person
mahon,person
maier,person
major allele,concept
major depressive disorder,condition
major psychiatric disorders,condition
major state basic research development program of china,organization
maladaptive emotions,condition
maladaptive responses to interpersonal conflicts,concept
male-to-female sex ratio of adhd,concept
male/female ratio,concept
males,person
malhotra,person
malik m a,person
management strategies for stimulant-related side effects,concept
managerial support,organization
mane,person
mania,condition
many forms (preparations) of stimulants available,concept
many patients respond equally well to methylphenidate and amphetamines,documents
maois,object
map1a,other
marfan syndrome,condition
marian j. buitelaar,person
marijuana,other
mark a. bellgrove,person
martin,person
"martin, n.g.",organization
martincho,organization
massage,service
maternal adhd,condition
maternal age at childbirth and risk for adhd,documents
maternal autoimmune disease,condition
maternal body mass index,condition
maternal hyperthyroidism,condition
maternal hypothyroidism,condition
maternal impulsivity,condition
maternal inattention,condition
maternal mental disorder,condition
maternal neurodevelopmental risk alleles,documents
maternal obesity,condition
maternal polygenic risk scores for mental illness,concept
maternal pre-pregnancy bmi,condition
maternal preeclampsia,condition
maternal prenatal use of acetaminophen,condition
maternal smoking,condition
maternal thyroid dysfunction,condition
maternal vitamin d levels,condition
mattheisen,person
matthews,person
mattingsdal,person
maturational delay,condition
"mauss, i.b.",person
maximum tolerated dose,documents
"mayora, m.g.",person
"mayoral, f.",person
mccarroll,person
"mccarthy, s.",person
"mccauley, h.l.",person
"mcelroy, s.l.",person
mcghee,person
mcgill university,other
mcgough,person
"mcgough, j. j.",person
mcgrath,person
mcintosh,other
"mcleod, j.d.",person
mcquillin,person
"mcquillin, a.",person
measure of emotional symptoms,documents
measurement issues,concept
measurement-based care,concept
measures of brain structure and function,service
measures of neurocognitive functioning,documents
meat and fats,concept
medeiros,person
"medeiros, h. et al.",other
medial frontal reductions,documents
medial prefrontal cortex,location
medial temporal cortex,concept
medial temporal region,other
medical checkup,concept
medical history,concept
medical management of adhd in children,service
medical mimics,concept
medical records,documents
medical tests,documents
medical treatment,service
medical/neurological history,documents
medication,concept
medication changes,concept
medication decision making,documents
medication effect,concept
medication guide,documents
medication guidedysregulation,documents
medication management,concept
medication switching,service
medication-naive children,person
medications for children and adolescents with adhd,documents
medice,organization
"medice arzneimittel, pütter gmbh and co kg",organization
medicine,documents
medison ltd.,organization
meditation-based therapies,concept
meditation-based therapy,concept
medium effect,other
meetings for health professionals and researchers,documents
mef2c,concept
megavitamins,documents
meier,person
melatonin,documents
melatonin in the late afternoon,documents
"melby-lervag, m.",person
melchior adam weikard,person
melle,person
memory,concept
memory problems,documents
men with adhd,entity
meng,person
mennes,person
menopause,other
mental conditions,concept
mental flexibility,concept
mental health assessment,service
"mental health diagnoses (gambling, anxiety, post-traumatic stress)",concept
mental health specialist,person
meta-analyses,concept
meta-analysis and trial sequential analysis of randomised clinical trials.,concept
meta-analysis of 14 fmri studies,documents
meta-analysis of 19 studies,documents
meta-analysis of cognitive-behavioral treatments for adult adhd,concept
meta-analysis of epidemiological studies,object
meta-analysis of follow-up studies,object
meta-analysis of genetic effects associated with neurodevelopmental disorders and co-occurring conditions,concept
meta-analysis of intellectual and neuropsychological test performance,documents
meta-analysis of quality of life,concept
meta-analysis of sex differences in adhd symptoms,documents
meta-analysis of the heritability of human traits based on fifty years of twin studies,concept
meta-analysis on verbal working memory,concept
meta-analysis: reduced risk of anxiety with psychostimulant treatment in children with attention-deficit/hyperactivity disorder,concept
meta-regression analysis,documents
metabolic disorders,object
metacognitive executive function training,concept
metacognitive strategies,concept
metaregression,documents
meth -ylphenidate treatment,documents
method of diagnosing adhd,documents
methylphenidate (mph),documents
methylphenidate and amphetamine use,service
methylphenidate and amphetamines are equally likely to cause side effects,concept
methylphenidate for less than 90 days,concept
methylphenidate preparations,object
methylphenidate prescription,documents
methylphenidate treatment,service
methylphenidate use,other
"methylphenidate, dexmethylphenidate, dextroamphetamine, dextroamphetamine‐amphet amine",other
methylphenidate-class,documents
"metspalu, a.",person
meyer,person
mg,concept
mgh psychiatry academy,organization
michael smith foundation for health research,organization
"mick, e.",person
"micoulaud-franchi, j.a.",person
middle-aged adults with adhd,person
middleton,person
midwest research group,organization
migraine,concept
milanova,person
mild to moderate,concept
mild traumatic brain injury,condition
milder adhd,concept
"miller, e.",person
millions of children with adhd,object
milne,other
mind-wandering,condition
mindfulness,concept
mindfulness meditation,service
mindfulness meditation group training,service
mindfulness techniques,concept
mindfulness-based cognitive therapy,service
mindfulness-based cognitive therapy (mbct),service
mindfulness-based interventions,service
mindtech medtech co-operative,organization
mindtension,organization
ministry of culture and science of the state of north rhine-westphalia grant ibehave,documents
ministry of research and education,organization
ministry of research and education grants 01nvf20004,documents
minor structural and functional brain differences,concept
minor traumatic brain injury (mtbi),condition
miranda,person
mirtazepine,other
misconceptions,concept
misdiagnosis,concept
misdiagnosis with anxiety or depression,concept
mismatch negativity,object
mismatch negativity amplitude,object
misuse,concept
misuse of stimulants,concept
misusers,person
"mitchell, b.",person
"mitchell, j.t.",person
mixed amphetamine salts,object
mixed amphetamine salts extended release,documents
modafinil,other
"modafinil (provigil, sparlon)",other
moderate side effects,condition
moderators and mediators of symptoms and quality of life outcomes,documents
"mohr-jensen, c.",person
"mok, k.y.",person
mol. psychiatry,documents
molecular genetic data,concept
molecular psychiatry,documents
"molly, n.",person
"momany, a.m.",person
monaco,person
monetary delay discounting,concept
monitoring and management,concept
monitoring with adhd stimulant therapy,service
monoamine oxidase inhibitors (maois),documents
"montes, g.",person
montgomery,person
"montgomery, g.w.",organization
montreal children ’s hospital,location
mood,condition
mood disorder,object
mood disturbances,documents
mood of the workplace,concept
mood problem,condition
mood severity,condition
mood swings,object
mood symptoms,condition
moodiness,condition
moran,person
more detailed information available by subscription,documents
"morken, g.",person
morning-evening preference scale,documents
"morris, h. r.",person
mortality,other
most effective medications,concept
most experts recommend waiting three to seven days before increasing the dose,concept
mother with epilepsy,other
mother-infant pairs,other
mothers,person
mothers with adhd symptoms,other
motivation,concept
motivational interviewing,concept
motor control,concept
motor tics,condition
motor vehicle crash,condition
motor vehicle crash risk among adolescents and young adults with attention-deficit/hyperactivity disorder,concept
motor/vocal tics,condition
"moukhtarian, t.r.",person
mph,service
mrc,organization
"mueller, a.k.",person
"muetzel, r.",person
muhc,organization
"muller-myhsok, b.",person
"mulraney, m.",person
multi-modal treatment programmes,service
multi-tasking,concept
multidimensional assessment of emotion regulation and dysregulation,concept
multidisciplinary efforts,service
multimodal treatment study of children with adhd,documents
multimorbidity,condition
multinutrients,documents
multiple dimensions,concept
multiple health problems,condition
multiple periods of wakefulness,concept
multiple short sleep episodes,concept
multiple sleep latency test (mslt),documents
multiple studies,documents
muratori,person
murphy,person
murray,other
mutations in glutamate receptor genes,documents
mwv,organization
mydayis,documents
"myers, r.m.",person
myocardial infarction (mi),condition
n.i.h.,organization
nakagawa,person
nat. rev. dis. primers,documents
national association of statutory health insurance physicians,organization
national center for complementary and integrative health,organization
"national centre for register-based research, aarhus university",organization
national clinical research center for mental disorders (peking university sixth hospital),organization
national collaborating centre for mental health,organization
national council for scientific and technological development (cnpq),organization
national health insurance research,organization
national institute for health and care excellence,organization
national institute for health and care excellence (nice),organization
national institute for health and care research,organization
national institute for health research (nihr),organization
national institute of child health and human development grant r01 hd093612,documents
national institute of mental health,organization
national institute of mental health (nimh) adhd,organization
national institute of s.v. faraone et al.,concept
national institute on drug abuse grant r21 da054281,documents
national institutes of health,organization
national survey of children’s health,documents
nationwide population-based cohort study,documents
nationwide prospective birth cohort study,documents
nature genetics,documents
nausea,condition
"nausea, stomach pain, and vomiting.",condition
"nazar, b.p., bernardes, c., peachey, g., sergeant, j., mattos, p., treasure, j.",person
"neale, b.m.",person
necessary,condition
negative affect,object
negative consequences of child development,concept
negative emotion,condition
negative emotional bias on cognitive control,concept
negative health behaviours,concept
negative occupational outcomes,condition
negative parenting,concept
negative perceptions,condition
negative reinforcement,concept
"neglect, deprivation, abuse, and family conflict",concept
"nelson, l.d., guskiewicz, k.m., marshall, s.w., hammeke, t., barr, w., randolph, c.",person
neos,organization
nervonus (lundbeck),organization
nervousness,condition
netherlands,location
network abnormalities,concept
network meta-analyses,concept
network of researchers,service
"neubert, a.",person
"neumarker, k.j.",person
neural activation,concept
neural function in adhd,concept
neural mechanisms,concept
neural model of voluntary and automatic emotion regulation,documents
neural substrates of cognitive emotion regulation,concept
neurobiology of adhd,concept
neurobiology underlying ei/desr,documents
neurocentria inc.,organization
neurocognitive impairment,concept
neurocognitive outcomes,concept
neurocognitive profile,concept
neurodevelopmental and genetic determinants,concept
neurodevelopmental condition,concept
neurodevelopmental disorders across life-span section of the european psychiatric association,organization
neurodevelopmental processes,concept
neurodiversity,concept
neurodiversity framework,concept
neurofeedback,concept
neuroimage clin.,documents
neuroimaging findings,concept
neuroimaging scans,service
neuroimaging studies,documents
neurolifesciences,organization
neurologist ,other
neuronal and nicotinic signalling pathways,concept
neuronal development and migration,concept
neuronal proliferation,concept
neuropathways involved with symptoms of adhd,other
neuropharmacology,concept
neurophysiological correlates,concept
neuropsychiatric comorbidity of adhd,concept
neuropsychiatric diseases and treatment,documents
neuropsychological dysfunctions,concept
neuropsychological measure of attention,documents
neuropsychological tests,object
"neuropsychology, genetic, neuroimaging, and treatment response",documents
neuroscience,concept
neuroscience and biobehavioral reviews,other
neuroscience and biobehavioral reviews journal homepage: www.elsevier.com/locate/neubiorev,other
neurotherapeutic treatments,concept
neurotransmitter homeostasis,concept
neurotransmitters that play an important role in attention,concept
never been married or divorced,condition
nevrocentria inc.,organization
new forest parenting programme,concept
new medications currently in development,documents
new york university child study center,organization
nf-si-0616-10040,concept
nhc key laboratory of mental health (peking university),organization
"nicastro, r.",person
nice guidelines,organization
nicotine,concept
nicotine abuse or dependence,condition
nicotinic signalling,concept
"nielsen, p.r., benros, m.e., dalsgaard, s.",person
nigg j t,person
"nigg, j.t., lewis, k., edinger, t., falk, m.",person
night awakenings,concept
nihr biomedical research centre,documents
nihr grants mic-2016-003 and nihr203310,documents
"nihr grants nihr203684, nihr203035, nihr130077, nihr128472 and rp-pg-0618-20003",documents
nihr mindtech mental health medtech cooperative & centre for adhd and neurodevelopmental disorders across the lifespan (candal),organization
nihr nottingham biomedical research centre,organization
nihr research professor,other
nihr senior investigator award,documents
nijmegen,location
nitric oxide,other
nitrogen dioxide,other
nitrogen oxides,other
no competing interests,concept
no conflicts of interest or financial disclosures to report,concept
no evidence of any effect,concept
non-medical treatments,service
non-medical use of stimulants,concept
non-pharmacological interventions,concept
non-shared environmental factors,concept
non-stimulant medication,service
non-stimulant monotherapy,documents
non-stimulants,concept
non-users,other
nonmedical use,concept
nonmedical use of amphetamine,condition
nonmedical use of prescription stimulants,condition
nonstimulant medications,documents
nonstimulants,other
noradrenaline,documents
noradrenergic system,concept
norepinephrine system,concept
normal cognitive fluctuations,condition
normative data,concept
normative irritability,condition
north america,location
not feeling hungry,condition
nottingham,location
nottinghamshire healthcare nhs foundation trust,other
novartis,organization
novartis israel,organization
novel loci,concept
novel targets,concept
novo nordisk,organization
nu rse practitioners,other
nucleus accumbens,location
nutrient deficiencies,documents
ny,location
"nyegaard, m.",person
"nærland, t.",person
"o'donnell, l.j.",person
obesity,condition
obesity/weight gain,condition
observational studies,concept
observed behavior,concept
obsessive-compulsive disorder,condition
obstructive sleep apnea,condition
occupational environment,location
occupational failure,concept
ocd,condition
oceania,location
"ochsner, k.n.",person
odd,object
odd and cd,concept
odd symptoms,concept
odds ratios,concept
offspring,entity
okinawa institute of science and technology graduate university,organization
olga mayenfisch,person
"olvet, d.m.",person
omega-3 fatty acid,concept
omega-3 fatty acid supplementation,service
omega-3 pufas,documents
omni healthcare communications.,organization
"on,",organization
once-daily atomoxetine,concept
ondosis,organization
"oner, s.",person
online health misinformation,documents
online sources of information,documents
onset,other
onset of sleep,concept
oocyte leading to pregnancy was donated,concept
opiant,organization
"opioids respiratory depression, dependence",documents
oppositional defiant disorder,condition
oppositional deﬁant disorder,condition
oppositional symptoms in children,condition
opposiɵonal defiant disorder (odd),condition
optimal dose,concept
orbitofrontal cortex,other
orexins,concept
organisation skills,concept
organizational skills interventions,concept
organophosphate pesticides,concept
orthostatic hypotension,concept
"ostergaard, s.d.",person
other sleep issues,documents
other stimulant class,concept
otsuka,organization
"otsuka pharmaceutical co., ltd., tokyo, japan",organization
otsuka pharmaceuticals,organization
"otsuka, tokyo, japan",location
out-of-home care,service
outcome,concept
outcomes in patients,condition
"over 10,000 people with adhd",documents
over-focused or repeated movements,concept
over-the-counter medications,documents
overall national annual costs,other
overuse,condition
overweight or obese,condition
oxford press,organization
oxidative stress,condition
p. lichtenstein,person
p.j.h.,person
p.s.,person
paediatric adhd,concept
palotie,person
parent (or caregiver) training,service
parent and teacher reports,service
parent and/or patient interview,service
parent behavior management program,service
parent behavior management training (pbmt),service
parent education,concept
parent management training,concept
parent or caregiver,object
parent reports,documents
parent technical assistance center,organization
parent training,service
parent training for preschool children,concept
parent training in behavior management,other
parent-reported inattention symptoms,condition
parent-teen behavior therapy,service
"parental age and the risk of attention-deficit/ hyperactivity disorder: a nationwide, population-based cohort study",documents
parental diabetes mellitus,object
parental difficulties,concept
parental educational level,condition
parental genotypes,documents
parental marital functioning,condition
parental mental health problems,concept
parental monitoring of children,condition
parental psychiatric disorder,condition
parental relative income poverty,condition
parental satisfaction,condition
parental support roles,organization
parental unemployment,condition
parenting and educational context,other
parenting interventions,documents
parenting involvement,concept
parenting skills,concept
parents and clinicians,other
parents of mentally-ill children,other
parents of youths with adhd,entity
parents with adhd,other
parietal cortex,location
parietal cortical area,other
participants,entity
particulate matter,other
partners of persons with adhd,person
paschou,person
past three decades,date
paternal criminality,condition
pathophysiological pathways,concept
patient,person
"patient's behavior, brain and/or genetic makeup",object
patients 6 years of age to adults,other
patients and caregivers,person
patients receiving adhd medications,person
patients stabilized on an adhd medication,entity
patients treated for adhd,person
patients with prior cv disease,condition
patients with severe cardiovascular disease,entity
"pato, c.",person
"patrick, d.l.",person
pbmt,service
pediatric (four studies) and adult (six studies) populations,other
pediatric adhd medication exposures,documents
pediatric cardiologist,person
pediatric enterovirus infection in taiwan,condition
pediatric health care providers,organization
pediatric mood disorders,concept
pediatric populations with adhd,concept
pediatric subjects,entity
pediatric traumatic brain injury,condition
pediatrician,organization
peer acceptance,concept
peer and family interactions,concept
peer conflicts,concept
peer interaction deficiencies,concept
peer problems,condition
peer rejection,condition
peer relations,other
peer support mechanisms,concept
peking university sixth hospital,location
"penninx, b.",organization
people,entity
people who suffer from the disorder,entity
people with adhd,entity
perfluoroalkyl substances,documents
perfluoroalkyl substances (pfas),concept
perform better in school,documents
performance errors,object
performance in school,concept
performance of workers,concept
periactin,other
perinatal hypoxia,condition
periodic limb movement disorder (plmd),condition
periodic limb movements of sleep,condition
peripheral biomarkers for adhd,concept
peripheral iron levels in children with adhd,condition
peripheral vasculopathy,concept
perpetrators of violence,entity
persistent anger,condition
persistent irritability,condition
persistent negative mood,concept
persistent negative mood amongchildren with attention-deﬁcit/hyperactivity disorder and aggressive behavior,object
person,entity
personality disorder,condition
perspective taking,concept
"pertella, l.r.",person
"perth, western australia, australia",location
pfizer,organization
pharmaceutical treatment,service
pharmacies,organization
pharmaco logical therapy,concept
pharmacoepidemiol. drug saf.,documents
pharmacologic interventions,service
pharmacologic management,documents
pharmacologic therapies,service
pharmacological management of oppositional behaviour,service
pharmacology of drugs used to treat attention deficit hyperactivity disorder in children and adolescents.,other
pharmacotherapy for insomnia,other
pharmacotherapy for insomnia in children,documents
philosophical arzt,documents
phthalate metabolite,documents
physical activity breaks,concept
physical and sexual abuse,concept
physical conditions,concept
physical conditions in adulthood,object
physical dating violence perpetrators and victims,documents
physical examination,service
physical findings,object
physical functioning,concept
physician assistants,other
physiologic effects of adhd medications,concept
piacentini,person
pittenger,person
placebo,object
planning,other
planning deficits,concept
planning/organization,concept
playing quietly,other
pleiotropic mechanisms,concept
plessen,person
"plessen, k.",person
plmd,condition
plos genetics,documents
plos one,documents
"plos one 12, e0178187.",documents
pohlabeln et al.,organization
poisoning in children,condition
polanczyk et al.,organization
police interrogation,service
"polier, g.v.",person
polr3c,other
"polygenetic, neurodevelopmental disorder",concept
polygenic association,concept
polygenic cause,concept
polygenic contribution,concept
polygenic disorder,concept
polygenic inheritance,concept
polygenic pattern,concept
polygenic propensity for psychiatric disorders,concept
polygenic resilience score,concept
polygenic risk,concept
polygenic risk score,concept
polygenic risk score-derived subcortical connectivity,concept
polygenic score (pgs),concept
polygenic score distribution,concept
polysomnography (psg),documents
polythetic criteria,concept
polythetic diagnostic system,concept
polyunsaturated fatty acids (pufa) supplementation,concept
polyunsaturated fatty acids in children,documents
"pondicherry, india ",location
poor adherence,concept
poor behavior,documents
poor circulation in the hands and feet,condition
poor fetal growth,condition
poor financial decision making,other
poor fit between child and environment,condition
poor functioning in multiple domains,condition
poor performance in the workplace,documents
poor self-regulation,condition
poor social skills,other
poor time management,concept
poor work performance,other
poorer performance on measures of overall language,condition
poorly controlled emotionally driven behavior,concept
poorly controlled hypertension,condition
popularity,condition
population,other
population surveys,other
population-based cohort study,service
positive attributes,documents
positive attributes of adhd,concept
positive behavior,concept
positive effects,condition
positive parenting,concept
possible treatment targets,concept
post-ovulatory phase,condition
post-traumatic disorder,condition
post-traumatic disorder scores,concept
posterior cingulate cortex,other
posterior corpus callosum connecting temporo-parieto-occipital regions and the sagittal striatum,location
posterior parieto-temporal attention regions,object
"posthuma, d.",person
postpartum,other
"potash, j.b.",person
poverty,condition
pozzi et al.,organization
practice,service
practice parameter,concept
practices that specialize in adhd,organization
practitioner,organization
"prada, p.",person
"pre-/postnatal exposure to lead, mercury, and selected organic acids",condition
pre-existing type 1 diabetes,condition
pre-existing type 2 diabetes,condition
predict which patients with adhd are at greatest risk for adverse outcomes later in life,concept
preeclampsia,condition
preexisting patterns of drug abuse,condition
"preface by stephen v. faraone, distinguished professor of psychiatry",documents
prefrontal cortex,location
prefrontal cortical areas,location
"pregnancies in the health registries of denmark, finland, sweden, norway, and iceland",location
pregnancies in the united states,location
pregnancy,condition
pregnancy outcomes,concept
pregnancy-induced hypertension,condition
pregnancy-related complications,documents
pregnancy-related predisposing factors,documents
premature death,concept
prematurity,documents
prenatal exposure to maternal smoking,condition
prenatal maternal bereavement,concept
prenatal phthalates,documents
prenatal risk factors,documents
preparation duration of response (h),condition
prepubertal and early adolescent bipolar disorder phenotype,concept
preschool teachers and clinicians,organization
prescribed stimulants,concept
prescriber,person
prescription adhd stimulants,documents
prescription of adhd medication,service
prescription stimulant medication,other
presentation,concept
preterm birth,condition
pretreatment clinical evaluation,service
pretreatment evaluation,service
pretreatment values,concept
prevalence,concept
prevalence and correlates of adult attention-deficit hyperactivity disorder,object
prevalence and risk factors,documents
prevalence and treatment outcomes,documents
prevalence of medically treated children with adhd,condition
previous alcohol and drug misuse,concept
primary care physicians,organization
primary care settings,service
primary care visits,location
primary sleep disorder,condition
primary teacher,person
primer,documents
primermedications,documents
pringsheim et al.,organization
"prins, p.j.",person
prior gwas associations with adhd-related phenotypes,documents
prisma diagram,documents
prison,object
prison inmates,organization
private schools and colleges,location
private signal,service
prkn,other
proactive aggression,concept
probability of completing upper secondary school,condition
"problem gambling, spending too much money, reckless driving, and quitting a job without a plan for what to do next",other
problem solving,concept
problematic sleep-onset associations,concept
problems with,object
procrastination,concept
prodromal dementia,condition
productive lives,concept
"professional board, adhd europe",organization
progesterone development,condition
progestin,object
prominent motor signs of hyperactivity/impulsivity,condition
protective factors,concept
provocation intensifies an already negative mood,condition
provocation quickly and profoundly alters one's emotional state,condition
psoriasis,condition
"psoriasis, ulcerative colitis, and crohn's disease",other
psychedelics/lsd paranoia,documents
psychiatr. serv.,documents
psychiatric and somatic comorbidities,concept
psychiatric and substance use disorder,concept
psychiatric comorbidity in adults with attention-deficit/hyperactivity disorder,concept
psychiatric disorders and traits,object
psychiatric disorders review,service
psychiatric genetics,concept
psychiatrists,service
psychiatry and clinical psychopharmacology,documents
psychoeducation,service
psychoeducational groups,service
psychol. med.,service
psychological and developmental disorders,condition
psychological beliefs and coping mechanisms,concept
psychological factors,concept
psychological tests,documents
psychologists,other
psychology,other
psychology and educational sciences,organization
psychometric properties,concept
psychometric properties and factor structure,concept
psychopathological symptoms and disorders,condition
psychopathology and behavioral assessment,service
psychopharmacologist,object
psychosis,condition
psychosocial approaches,documents
psychosocial domains of qol,concept
psychosocial functioning,concept
psychosocial impairment,concept
psychosocial interventions,concept
psychosocial treatments,concept
psychostimulants,documents
psychostimulants effect on brain structure and function,condition
psychotherapists,service
psychotherapy,service
psychotic disorders and hallucinations,condition
psychotic events,concept
psychotropic co-prescriptions,service
ptprf,other
puberty development,condition
publication bias,condition
pubmed,service
pufa supplementation,concept
purdue,organization
puri et al.,organization
q. liu,person
qbtech,organization
qbtest,documents
qelbree,documents
qol,concept
qol benefits,documents
qol domains,concept
qol measures,concept
quality care,service
quality care measures for adult adhd,concept
quality care metrics,concept
quality of life,concept
quality of life and functional impairment,condition
quality of life enjoyment and satisfaction (qles),concept
quality of life enjoyment and satisfaction questionnaire,documents
quality of life in adult adhd,condition
"quality of life, effectiveness, safety, and tolerability (qu.e.s.t.) evaluation",documents
quality-of-life scale,documents
quick and impairing onset of emotions,condition
quick return to baseline,condition
r. calvo,person
r.s.,person
racemic amphetamine sulfate,object
racemic amphetamine sulfate oral disintegrating tablets,documents
racial and ethnic disparities in adhd diagnosis and treatment,concept
racial and ethnic disparities in adhd diagnosis from kindergarten to eighth grade,concept
racial/ethnic disparities,condition
radboud university medical centre,organization
radboudumc,other
"radtke, r.",person
rage,other
rage outbursts,service
ramensky,person
"ramensky, v.",person
ramos,person
ramos-quiroga,person
"ramos-quiroga, j.a.",person
"ran, c.",person
randomised clinical trials,object
"ransmayr, g.",person
rapid changes in emotional states,condition
rapid onset,condition
"rapid, intense, and disproportionate emotional reactions",concept
rare,concept
rare copy number variants,concept
rare genetic mutations,other
rare genetic variants,condition
rare single gene defects,other
rash,other
"rasmussen, h.b.",person
"rasmussen, k.j.",person
"ratanatharathorn, a.",person
rating scales,service
rating scales with normative data,documents
ratings from other individuals,service
raychaudhuri,person
raynaud's phenomenon,condition
rcts,service
rcts of adhd medications,documents
re-evaluation of patients diagnosed with other psychiatric disorders,other
reaction time variability,concept
reading and math symptoms,object
reading scores,concept
real-world changes in adolescents’ adhd symptoms within the day and across school and non-school days,object
reappraisal,concept
rebound effect,concept
rebound hyperactivity,concept
rebound hypertension,condition
recent alcohol abstinence in young adults,other
reciprocity,condition
recognition of disruptive symptoms at a time of personal transition,concept
recognizing social cues,condition
recommended treatment,concept
reconsidering emotion dysregulation,concept
reduce adhd symptoms,concept
rees,other
reference allele,concept
referral bias,concept
referral to a psychiatrist ,other
referral to a sleep specialist,documents
referral to a specialist,service
regular check-ups,service
regular classroom setting,location
regular exercise,concept
regular monitoring of heart rate,service
"regulating processes (e.g., sensory gating, thresholds for stimuli to activate emotion, anticipatory appraisal and valuation)",other
regulation,concept
regulatory agencies,organization
"rehnstrom, k.",person
"reif, a.",person
rejection/likability,condition
relationship challenges,concept
relationship instability,concept
relationship problems,condition
relationship quality,documents
reliability,concept
remain central to diagnosis,concept
remission,other
repeated suicide attempts,condition
research community,organization
research domain criteria,concept
research domain criteria (rdoc),concept
research findings,documents
research participants,person
research supporter and consultant for arbor pharmaceuticals,documents
researchers,person
residential instability,condition
residual symptoms,documents
resilience,concept
resilience in those susceptible to adhd,concept
resilience in youth with adhd and adhd symptoms,concept
resolving emotional conflict,concept
respiratory medications,service
responders and non-responders,condition
response inhibition,concept
response inhibition to frustration,concept
response to atomoxetine,concept
response to treatment,concept
resting-state network dysconnectivity in adhd,concept
restless legs syndrome,condition
restlessness,concept
restlessness or turmoil,condition
restriction diet,service
reuptake inhibitors,documents
reus,person
reversal learning,concept
reward,concept
reward processing,concept
reward processing network,concept
reward system,concept
rhine-westphalia,location
rhodes,organization
richter,person
riddle,person
"riemenschneider, m.",organization
right medial frontal cortex,location
right sagittal stratum,object
"ripke, s.",person
risk,documents
risk decision making,concept
risk factors associated with adhd,documents
risk for another episode of extreme emotion,condition
risk for sexually transmitted diseases,condition
risk for substance use,condition
risk of attention deficit hyperactivity disorder in children,person
risk of depression,condition
risk of injury,condition
risk of motor vehicle crashes,condition
"risk of other psychiatric disorders, urbanization level of residence, and monthly income",other
risk of poisoning,condition
risk of serious cardiovascular events,condition
risk of suicide attempts,condition
risk of unintentional injuries,condition
risks and benefits of attention-deficit/hyperactivity disorder medication,documents
risky decision-making,concept
risky driving behaviors,condition
ritalin ir,documents
"ritalin, concerta, focalin, and others",concept
"rivero, o.",person
rls symptoms,other
road traffic accident,concept
robertson,person
roche,organization
roche tcrc inc.,organization
roessner,person
romantic relationships,concept
rosario,person
"rossin, l.",person
"rotter, j.i.",person
royalties from oxford university press.,concept
rr (relative risk),concept
rubio,person
"ruderfer, d.",person
"ruiz, a.",person
rumination and avoidance,other
rural patients,other
rutter’s indicators of adversity,concept
rutter’s indicators of adversity in infancy,concept
s. dallaspezia,person
s. durston,person
s. ehrlich,person
s.b.,person
s.c.,person
s.d.,person
s.h.k.,person
s.m.,person
s.p.h.,person
s.v. faraone,person
s.v. faraone et al.,documents
s.v.f.,person
s.w.,person
safe storage,concept
samples of european ancestry,location
samuele cortese,person
samuels,person
sana health,organization
"sander, t.",person
sandor,person
sanming project of medicine in shenzhen,organization
sanofi/zentiva,documents
"santangelo, s.l.",person
"sariaslan, a.",person
saudi adhd society,organization
saudi adhd society medical and psychological committee,organization
saudi arabia,location
scaffolding,service
scales,documents
scd,condition
scd (sudden cardiac death),concept
"schachar, r.",person
"scheffer, i.",person
"scheftner, w.a.",person
schizophrenia,condition
school age children,entity
school and home,location
school bag/desk,location
school counselor,person
school days,location
school failure,other
school failure and drop out,documents
school functioning,concept
school nurse,object
school nurse or staff member,person
"school of medicine, university of nottingham",other
school of psychological sciences,organization
"school of psychology, faculty of environmental and life sciences",organization
"school of psychology, speech and hearing, university of canterbury",organization
school performance,concept
school plan,service
school records,documents
school records or informant,object
school staff,person
school work,concept
school-aged children with adhd,entity
school-based accommodations,service
"schork, n.j.",person
"schürks, m.",person
sci. rep.,documents
science journal,documents
sciencedirect,documents
"scolnick, e.",person
screening,service
